Record;Tiempo;Date;UTC Time;Frecuencia;Presion;caudal1;caudal2
1;0,8; 1/02/1970; 6:03:33;2;14,8675;   0.000000E+00;17,1628
2;1,2; 1/02/1970; 6:03:33;2;14,9824;   0.000000E+00;18,6968
3;1,6; 1/02/1970; 6:03:33;2;14,8511;   0.000000E+00;16,174
4;2; 1/02/1970; 6:03:34;2;14,925;   0.000000E+00;13,3942
5;2,4; 1/02/1970; 6:03:34;2;14,9906;   0.000000E+00;13,4108
6;2,8; 1/02/1970; 6:03:35;2;14,9086;   0.000000E+00;14,3682
7;3,2; 1/02/1970; 6:03:35;2;14,9332;   0.000000E+00;14,7767
8;3,6; 1/02/1970; 6:03:35;2;14,9824;   0.000000E+00;15,5141
9;4; 1/02/1970; 6:03:36;2;14,9906;   0.000000E+00;15,8431
10;4,4; 1/02/1970; 6:03:36;2;14,9004;   0.000000E+00;15,9688
11;4,8; 1/02/1970; 6:03:37;2;14,9578;   0.000000E+00;16,8578
12;5,2; 1/02/1970; 6:03:37;2;14,9906;   0.000000E+00;17,6359
13;5,6; 1/02/1970; 6:03:37;2;14,9332;   0.000000E+00;16,9299
14;6; 1/02/1970; 6:03:38;2;14,966;   0.000000E+00;16,8504
15;6,4; 1/02/1970; 6:03:38;2;15,0152;   0.000000E+00;16,4346
16;6,8; 1/02/1970; 6:03:39;2;14,884;   0.000000E+00;17,0408
17;7,2; 1/02/1970; 6:03:39;2;14,9496;   0.000000E+00;17,2237
18;7,6; 1/02/1970; 6:03:39;2;15,0398;   0.000000E+00;16,3551
19;8; 1/02/1970; 6:03:40;2;14,9004;   0.000000E+00;15,8653
20;8,4; 1/02/1970; 6:03:40;2;14,9906;   0.000000E+00;15,4125
21;8,8; 1/02/1970; 6:03:41;2;15,0809;   0.000000E+00;15,9134
22;9,2; 1/02/1970; 6:03:41;2;14,9824;   0.000000E+00;16,673
23;9,6; 1/02/1970; 6:03:41;2;14,9824;   0.000000E+00;16,1425
24;10; 1/02/1970; 6:03:42;2;15,0891;   0.000000E+00;15,8376
25;10,4; 1/02/1970; 6:03:42;2;14,9906;   0.000000E+00;15,9854
26;10,8; 1/02/1970; 6:03:43;2;14,9824;   0.000000E+00;16,3754
27;11,2; 1/02/1970; 6:03:43;2;15,0645;   0.000000E+00;16,3052
28;11,6; 1/02/1970; 6:03:43;2;15,0727;   0.000000E+00;16,0002
29;12; 1/02/1970; 6:03:44;2;14,9988;   0.000000E+00;15,9762
30;12,4; 1/02/1970; 6:03:44;2;15,0809;   0.000000E+00;16,3588
31;12,8; 1/02/1970; 6:03:45;2;15,1219;   0.000000E+00;17,1554
32;13,2; 1/02/1970; 6:03:45;2;15,0973;   0.000000E+00;16,8929
33;13,6; 1/02/1970; 6:03:45;2;15,1219;   0.000000E+00;16,3458
34;14; 1/02/1970; 6:03:46;2;15,1875;   0.000000E+00;16,052
35;14,4; 1/02/1970; 6:03:46;2;15,0727;   0.000000E+00;16,0686
36;14,8; 1/02/1970; 6:03:47;2;15,1547;   0.000000E+00;16,7469
37;15,2; 1/02/1970; 6:03:47;2;15,2532;   0.000000E+00;16,9595
38;15,6; 1/02/1970; 6:03:47;2;15,0727;   0.000000E+00;16,2664
39;16; 1/02/1970; 6:03:48;2;15,1383;   0.000000E+00;16,1111
40;16,4; 1/02/1970; 6:03:48;2;15,2696;   0.000000E+00;16,3384
41;16,8; 1/02/1970; 6:03:49;2;15,0973;   0.000000E+00;17,294
42;17,2; 1/02/1970; 6:03:49;2;15,1875;   0.000000E+00;18,0961
43;17,6; 1/02/1970; 6:03:49;2;15,2532;   0.000000E+00;17,769
44;18; 1/02/1970; 6:03:50;2;15,1301;   0.000000E+00;16,9095
45;18,4; 1/02/1970; 6:03:50;2;15,1957;   0.000000E+00;16,3329
46;18,8; 1/02/1970; 6:03:51;2;15,2532;   0.000000E+00;16,6453
47;19,2; 1/02/1970; 6:03:51;2;15,1383;   0.000000E+00;17,002
48;19,6; 1/02/1970; 6:03:51;2;15,2204;   0.000000E+00;16,1536
49;20; 1/02/1970; 6:03:52;2;15,3024;   0.000000E+00;15,6361
50;20,4; 1/02/1970; 6:03:52;2;15,2532;   0.000000E+00;15,6823
51;20,8; 1/02/1970; 6:03:53;2;15,2286;   0.000000E+00;16,0261
52;21,2; 1/02/1970; 6:03:53;2;15,2696;   0.000000E+00;16,6194
53;21,6; 1/02/1970; 6:03:53;2;15,3024;   0.000000E+00;16,2035
54;22; 1/02/1970; 6:03:54;2;15,2368;   0.000000E+00;16,1998
55;22,4; 1/02/1970; 6:03:54;2;15,3188;   0.000000E+00;16,3329
56;22,8; 1/02/1970; 6:03:55;2;15,3434;   0.000000E+00;17,0962
57;23,2; 1/02/1970; 6:03:55;2;15,2942;   0.000000E+00;17,4862
58;23,6; 1/02/1970; 6:03:55;2;15,327;   0.000000E+00;16,965
59;24; 1/02/1970; 6:03:56;2;15,4009;   0.000000E+00;16,8633
60;24,4; 1/02/1970; 6:03:56;2;15,2778;   0.000000E+00;17,5934
61;24,8; 1/02/1970; 6:03:57;2;15,3352;   0.000000E+00;18,0795
62;25,2; 1/02/1970; 6:03:57;2;15,4583;   0.000000E+00;18,0758
63;25,6; 1/02/1970; 6:03:57;2;15,2532;   0.000000E+00;17,7597
64;26; 1/02/1970; 6:03:58;2;15,3763;   0.000000E+00;17,2644
65;26,4; 1/02/1970; 6:03:58;2;15,4583;   0.000000E+00;17,5675
66;26,8; 1/02/1970; 6:03:59;2;15,286;   0.000000E+00;17,8891
67;27,2; 1/02/1970; 6:03:59;2;15,4419;   0.000000E+00;18,2163
68;27,6; 1/02/1970; 6:03:59;2;15,4583;   0.000000E+00;17,1812
69;28; 1/02/1970; 6:04:00;2;15,3516;   0.000000E+00;17,1517
70;28,4; 1/02/1970; 6:04:00;2;15,3434;   0.000000E+00;17,4936
71;28,8; 1/02/1970; 6:04:01;2;15,4009;   0.000000E+00;17,4289
72;29,2; 1/02/1970; 6:04:01;2;15,4911;   0.000000E+00;17,2164
73;29,6; 1/02/1970; 6:04:01;2;15,4173;   0.000000E+00;16,9003
74;30; 1/02/1970; 6:04:02;2;15,4665;   0.000000E+00;16,2386
75;30,4; 1/02/1970; 6:04:02;2;15,4583;   0.000000E+00;16,8541
76;30,8; 1/02/1970; 6:04:03;2;15,3516;   0.000000E+00;16,7469
77;31,2; 1/02/1970; 6:04:03;2;15,5814;   0.000000E+00;16,9299
78;31,6; 1/02/1970; 6:04:03;2;15,4993;   0.000000E+00;16,928
79;32; 1/02/1970; 6:04:04;2;15,4829;   0.000000E+00;17,1369
80;32,4; 1/02/1970; 6:04:04;2;15,5075;   0.000000E+00;17,1554
81;32,8; 1/02/1970; 6:04:05;2;15,5157;   0.000000E+00;17,8263
82;33,2; 1/02/1970; 6:04:05;2;15,4829;   0.000000E+00;17,7745
83;33,6; 1/02/1970; 6:04:05;2;15,5239;   0.000000E+00;17,0722
84;34; 1/02/1970; 6:04:06;2;15,5814;   0.000000E+00;16,7377
