Record;Tiempo;Date;UTC Time;Frecuencia;Presion;caudal1;caudal2
1;0,4; 1/02/1970;18:56:25;4,0323;14,5065;   0.000000E+00;16,0279
2;0,8; 1/02/1970;18:56:25;4,0323;14,4983;   0.000000E+00;17,1498
3;1,2; 1/02/1970;18:56:26;4,0323;14,5968;   0.000000E+00;17,5139
4;1,6; 1/02/1970;18:56:26;4,0323;14,4983;   0.000000E+00;17,4215
5;2; 1/02/1970;18:56:27;4,0323;14,5886;   0.000000E+00;18,1885
6;2,4; 1/02/1970;18:56:27;4,0323;14,5475;   0.000000E+00;18,1072
7;2,8; 1/02/1970;18:56:27;4,0323;14,5722;   0.000000E+00;18,2514
8;3,2; 1/02/1970;18:56:28;4,0323;14,5311;   0.000000E+00;18,6303
9;3,6; 1/02/1970;18:56:28;4,0323;14,5311;   0.000000E+00;18,4011
10;4; 1/02/1970;18:56:29;4,0323;14,4655;   0.000000E+00;18,6487
11;4,4; 1/02/1970;18:56:29;4,0323;14,5557;   0.000000E+00;18,2772
12;4,8; 1/02/1970;18:56:29;4,0323;14,6624;   0.000000E+00;18,3752
13;5,2; 1/02/1970;18:56:30;4,0323;14,5475;   0.000000E+00;17,817
14;5,6; 1/02/1970;18:56:30;4,0323;14,5229;   0.000000E+00;17,2644
15;6; 1/02/1970;18:56:31;4,0323;14,6788;   0.000000E+00;17,2515
16;6,4; 1/02/1970;18:56:31;4,0323;14,5475;   0.000000E+00;16,904
17;6,8; 1/02/1970;18:56:31;4,0323;14,5229;   0.000000E+00;16,8763
18;7,2; 1/02/1970;18:56:32;4,0323;14,6952;   0.000000E+00;16,4789
19;7,6; 1/02/1970;18:56:32;4,0323;14,646;   0.000000E+00;16,0778
20;8; 1/02/1970;18:56:33;4,0323;14,7445;   0.000000E+00;16,1277
21;8,4; 1/02/1970;18:56:33;4,0323;14,6788;   0.000000E+00;15,9318
22;8,8; 1/02/1970;18:56:33;4,0323;14,5722;   0.000000E+00;15,8782
23;9,2; 1/02/1970;18:56:34;4,0323;14,8019;   0.000000E+00;15,9355
24;9,6; 1/02/1970;18:56:34;4,0323;14,8265;   0.000000E+00;15,4864
25;10; 1/02/1970;18:56:35;4,0323;14,8101;   0.000000E+00;15,8893
26;10,4; 1/02/1970;18:56:35;4,0323;14,7116;   0.000000E+00;15,917
27;10,8; 1/02/1970;18:56:35;4,0323;14,7855;   0.000000E+00;15,9392
28;11,2; 1/02/1970;18:56:36;4,0323;14,9332;   0.000000E+00;16,0224
29;11,6; 1/02/1970;18:56:36;4,0323;14,8429;   0.000000E+00;15,8986
30;12; 1/02/1970;18:56:37;4,0323;14,8757;   0.000000E+00;16,0705
31;12,4; 1/02/1970;18:56:37;4,0323;14,8757;   0.000000E+00;16,0427
32;12,8; 1/02/1970;18:56:37;4,0323;14,8019;   0.000000E+00;15,7729
