Record;Tiempo;Date;UTC Time;Frecuencia;Presion;caudal1;caudal2
1;0,4; 1/02/1970; 5:41:51;1,506;14,6952;   0.000000E+00;14,6307
2;0,8; 1/02/1970; 5:41:51;1,506;14,564;   0.000000E+00;16,2109
3;1,2; 1/02/1970; 5:41:52;1,506;14,646;   0.000000E+00;15,7673
4;1,6; 1/02/1970; 5:41:52;1,506;14,6952;   0.000000E+00;17,5028
5;2; 1/02/1970; 5:41:53;1,506;14,5475;   0.000000E+00;17,1184
6;2,4; 1/02/1970; 5:41:53;1,506;14,5886;   0.000000E+00;16,1425
7;2,8; 1/02/1970; 5:41:53;1,506;14,6542;   0.000000E+00;17,9446
8;3,2; 1/02/1970; 5:41:54;1,506;14,5804;   0.000000E+00;15,7914
9;3,6; 1/02/1970; 5:41:54;1,506;14,6132;   0.000000E+00;17,0112
10;4; 1/02/1970; 5:41:55;1,506;14,6788;   0.000000E+00;16,185
11;4,4; 1/02/1970; 5:41:55;1,506;14,6214;   0.000000E+00;15,4365
12;4,8; 1/02/1970; 5:41:55;1,506;14,5968;   0.000000E+00;15,8283
13;5,2; 1/02/1970; 5:41:56;1,506;14,6706;   0.000000E+00;14,0466
14;5,6; 1/02/1970; 5:41:56;1,506;14,7034;   0.000000E+00;15,7285
15;6; 1/02/1970; 5:41:57;1,506;14,6296;   0.000000E+00;15,1537
16;6,4; 1/02/1970; 5:41:57;1,506;14,7198;   0.000000E+00;14,688
17;6,8; 1/02/1970; 5:41:57;1,506;14,7527;   0.000000E+00;16,0705
18;7,2; 1/02/1970; 5:41:58;1,506;14,6624;   0.000000E+00;14,1649
19;7,6; 1/02/1970; 5:41:58;1,506;14,7198;   0.000000E+00;15,3404
20;8; 1/02/1970; 5:41:59;1,506;14,8101;   0.000000E+00;15,1297
21;8,4; 1/02/1970; 5:41:59;1,506;14,7116;   0.000000E+00;14,8137
22;8,8; 1/02/1970; 5:41:59;1,506;14,6952;   0.000000E+00;16,3458
23;9,2; 1/02/1970; 5:42:00;1,506;14,8429;   0.000000E+00;15,0539
24;9,6; 1/02/1970; 5:42:00;1,506;14,7281;   0.000000E+00;15,5548
25;10; 1/02/1970; 5:42:01;1,506;14,8019;   0.000000E+00;15,1648
26;10,4; 1/02/1970; 5:42:01;1,506;14,8347;   0.000000E+00;14,8913
27;10,8; 1/02/1970; 5:42:01;1,506;14,5804;   0.000000E+00;16,161
28;11,2; 1/02/1970; 5:42:02;1,506;14,8101;   0.000000E+00;15,5271
29;11,6; 1/02/1970; 5:42:02;1,506;14,8922;   0.000000E+00;16,5806
30;12; 1/02/1970; 5:42:03;1,506;14,8265;   0.000000E+00;16,8116
31;12,4; 1/02/1970; 5:42:03;1,506;14,8593;   0.000000E+00;16,0815
32;12,8; 1/02/1970; 5:42:03;1,506;14,7855;   0.000000E+00;17,0981
33;13,2; 1/02/1970; 5:42:04;1,506;14,925;   0.000000E+00;15,5178
34;13,6; 1/02/1970; 5:42:04;1,506;14,8675;   0.000000E+00;16,4937
35;14; 1/02/1970; 5:42:05;1,506;14,9332;   0.000000E+00;17,0241
36;14,4; 1/02/1970; 5:42:05;1,506;14,9578;   0.000000E+00;16,3828
37;14,8; 1/02/1970; 5:42:05;1,506;14,7855;   0.000000E+00;17,2478
38;15,2; 1/02/1970; 5:42:06;1,506;14,9086;   0.000000E+00;17,0593
39;15,6; 1/02/1970; 5:42:06;1,506;14,9906;   0.000000E+00;17,9187
40;16; 1/02/1970; 5:42:07;1,506;14,8593;   0.000000E+00;17,2478
41;16,4; 1/02/1970; 5:42:07;1,506;14,9496;   0.000000E+00;16,5953
42;16,8; 1/02/1970; 5:42:07;1,506;14,9988;   0.000000E+00;18,0185
43;17,2; 1/02/1970; 5:42:08;1,506;14,9086;   0.000000E+00;17,3993
44;17,6; 1/02/1970; 5:42:08;1,506;14,966;   0.000000E+00;17,6433
45;18; 1/02/1970; 5:42:09;1,506;15,0645;   0.000000E+00;17,6451
46;18,4; 1/02/1970; 5:42:09;1,506;14,9496;   0.000000E+00;17,4215
47;18,8; 1/02/1970; 5:42:09;1,506;14,9578;   0.000000E+00;17,7043
48;19,2; 1/02/1970; 5:42:10;1,506;15,0152;   0.000000E+00;16,9022
49;19,6; 1/02/1970; 5:42:10;1,506;14,9824;   0.000000E+00;17,9205
50;20; 1/02/1970; 5:42:11;1,506;15,0316;   0.000000E+00;17,562
51;20,4; 1/02/1970; 5:42:11;1,506;15,0645;   0.000000E+00;17,4326
52;20,8; 1/02/1970; 5:42:11;1,506;15,0973;   0.000000E+00;18,6432
53;21,2; 1/02/1970; 5:42:12;1,506;15,0481;   0.000000E+00;17,4936
54;21,6; 1/02/1970; 5:42:12;1,506;15,0809;   0.000000E+00;17,6341
55;22; 1/02/1970; 5:42:13;1,506;15,1383;   0.000000E+00;17,9649
56;22,4; 1/02/1970; 5:42:13;1,506;15,0645;   0.000000E+00;17,0759
57;22,8; 1/02/1970; 5:42:13;1,506;15,0973;   0.000000E+00;17,6248
58;23,2; 1/02/1970; 5:42:14;1,506;15,2039;   0.000000E+00;16,3865
59;23,6; 1/02/1970; 5:42:14;1,506;15,0809;   0.000000E+00;16,5621
60;24; 1/02/1970; 5:42:15;1,506;15,0727;   0.000000E+00;16,8689
61;24,4; 1/02/1970; 5:42:15;1,506;15,1465;   0.000000E+00;16,0538
62;24,8; 1/02/1970; 5:42:15;1,506;15,1137;   0.000000E+00;16,7525
63;25,2; 1/02/1970; 5:42:16;1,506;15,1219;   0.000000E+00;15,9817
64;25,6; 1/02/1970; 5:42:16;1,506;15,2204;   0.000000E+00;16,0501
65;26; 1/02/1970; 5:42:17;1,506;15,1055;   0.000000E+00;16,6268
66;26,4; 1/02/1970; 5:42:17;1,506;15,1711;   0.000000E+00;15,7563
67;26,8; 1/02/1970; 5:42:17;1,506;15,2039;   0.000000E+00;16,9798
68;27,2; 1/02/1970; 5:42:18;1,506;15,1875;   0.000000E+00;16,9742
69;27,6; 1/02/1970; 5:42:18;1,506;15,1711;   0.000000E+00;17,9039
70;28; 1/02/1970; 5:42:19;1,506;15,245;   0.000000E+00;17,9686
71;28,4; 1/02/1970; 5:42:19;1,506;15,2532;   0.000000E+00;17,1369
72;28,8; 1/02/1970; 5:42:19;1,506;15,2614;   0.000000E+00;17,8115
73;29,2; 1/02/1970; 5:42:20;1,506;15,2368;   0.000000E+00;17,5472
74;29,6; 1/02/1970; 5:42:20;1,506;15,3434;   0.000000E+00;17,5379
75;30; 1/02/1970; 5:42:21;1,506;15,1875;   0.000000E+00;17,4548
76;30,4; 1/02/1970; 5:42:21;1,506;15,286;   0.000000E+00;16,392
77;30,8; 1/02/1970; 5:42:21;1,506;15,3927;   0.000000E+00;17,4197
78;31,2; 1/02/1970; 5:42:22;1,506;15,2286;   0.000000E+00;17,0408
79;31,6; 1/02/1970; 5:42:22;1,506;15,3024;   0.000000E+00;17,7912
80;32; 1/02/1970; 5:42:23;1,506;15,327;   0.000000E+00;17,6987
81;32,4; 1/02/1970; 5:42:23;1,506;15,286;   0.000000E+00;17,0999
82;32,8; 1/02/1970; 5:42:23;1,506;15,3188;   0.000000E+00;17,7505
83;33,2; 1/02/1970; 5:42:24;1,506;15,3598;   0.000000E+00;16,5769
84;33,6; 1/02/1970; 5:42:24;1,506;15,3763;   0.000000E+00;17,4455
85;34; 1/02/1970; 5:42:25;1,506;15,3434;   0.000000E+00;18,1312
86;34,4; 1/02/1970; 5:42:25;1,506;15,3845;   0.000000E+00;16,8929
87;34,8; 1/02/1970; 5:42:25;1,506;15,3434;   0.000000E+00;17,963
88;35,2; 1/02/1970; 5:42:26;1,506;15,3516;   0.000000E+00;17,2145
89;35,6; 1/02/1970; 5:42:26;1,506;15,3763;   0.000000E+00;17,2977
90;36; 1/02/1970; 5:42:27;1,506;15,4173;   0.000000E+00;16,8781
91;36,4; 1/02/1970; 5:42:27;1,506;15,3763;   0.000000E+00;16,0242
92;36,8; 1/02/1970; 5:42:27;1,506;15,4419;   0.000000E+00;16,4678
93;37,2; 1/02/1970; 5:42:28;1,506;15,4911;   0.000000E+00;16,1
94;37,6; 1/02/1970; 5:42:28;1,506;15,3845;   0.000000E+00;15,747
95;38; 1/02/1970; 5:42:29;1,506;15,4255;   0.000000E+00;16,6471
96;38,4; 1/02/1970; 5:42:29;1,506;15,5239;   0.000000E+00;16,1887
97;38,8; 1/02/1970; 5:42:29;1,506;15,4009;   0.000000E+00;17,6507
98;39,2; 1/02/1970; 5:42:30;1,506;15,4173;   0.000000E+00;16,6545
99;39,6; 1/02/1970; 5:42:30;1,506;15,4993;   0.000000E+00;17,2293
100;40; 1/02/1970; 5:42:31;1,506;15,4337;   0.000000E+00;17,4104
101;40,4; 1/02/1970; 5:42:31;1,506;15,4911;   0.000000E+00;16,3736
102;40,8; 1/02/1970; 5:42:31;1,506;15,5486;   0.000000E+00;17,7986
103;41,2; 1/02/1970; 5:42:32;1,506;15,4419;   0.000000E+00;17,2145
104;41,6; 1/02/1970; 5:42:32;1,506;15,4993;   0.000000E+00;16,941
105;42; 1/02/1970; 5:42:33;1,506;15,6634;   0.000000E+00;17,9963
106;42,4; 1/02/1970; 5:42:33;1,506;15,5321;   0.000000E+00;16,9521
107;42,8; 1/02/1970; 5:42:33;1,506;15,5321;   0.000000E+00;18,1996
108;43,2; 1/02/1970; 5:42:34;1,506;15,5157;   0.000000E+00;17,5213
109;43,6; 1/02/1970; 5:42:34;1,506;15,5732;   0.000000E+00;17,0315
110;44; 1/02/1970; 5:42:35;1,506;15,606;   0.000000E+00;17,0223
111;44,4; 1/02/1970; 5:42:35;1,506;15,5896;   0.000000E+00;16,3218
112;44,8; 1/02/1970; 5:42:35;1,506;15,5978;   0.000000E+00;17,4178
113;45,2; 1/02/1970; 5:42:36;1,506;15,5321;   0.000000E+00;17,1812
114;45,6; 1/02/1970; 5:42:36;1,506;15,5732;   0.000000E+00;17,2348
115;46; 1/02/1970; 5:42:37;1,506;15,7455;   0.000000E+00;18
116;46,4; 1/02/1970; 5:42:37;1,506;15,5321;   0.000000E+00;17,0131
117;46,8; 1/02/1970; 5:42:37;1,506;15,5896;   0.000000E+00;17,1628
118;47,2; 1/02/1970; 5:42:38;1,506;15,6798;   0.000000E+00;16,0612
119;47,6; 1/02/1970; 5:42:38;1,506;15,5814;   0.000000E+00;16,6416
120;48; 1/02/1970; 5:42:39;1,506;15,7455;   0.000000E+00;17,3845
121;48,4; 1/02/1970; 5:42:39;1,506;15,7045;   0.000000E+00;15,699
122;48,8; 1/02/1970; 5:42:39;1,506;15,6142;   0.000000E+00;16,3292
123;49,2; 1/02/1970; 5:42:40;1,506;15,6142;   0.000000E+00;16,2386
124;49,6; 1/02/1970; 5:42:40;1,506;15,688;   0.000000E+00;16,2848
125;50; 1/02/1970; 5:42:41;1,506;15,7127;   0.000000E+00;17,0962
126;50,4; 1/02/1970; 5:42:41;1,506;15,688;   0.000000E+00;15,9522
127;50,8; 1/02/1970; 5:42:41;1,506;15,7291;   0.000000E+00;17,2071
128;51,2; 1/02/1970; 5:42:42;1,506;15,7373;   0.000000E+00;16,6138
129;51,6; 1/02/1970; 5:42:42;1,506;15,7045;   0.000000E+00;16,7062
130;52; 1/02/1970; 5:42:43;1,506;15,7865;   0.000000E+00;17,026
131;52,4; 1/02/1970; 5:42:43;1,506;15,7701;   0.000000E+00;16,2959
132;52,8; 1/02/1970; 5:42:43;1,506;15,7045;   0.000000E+00;17,3162
133;53,2; 1/02/1970; 5:42:44;1,506;15,7455;   0.000000E+00;17,4104
134;53,6; 1/02/1970; 5:42:44;1,506;15,8193;   0.000000E+00;17,2663
135;54; 1/02/1970; 5:42:45;1,506;15,6634;   0.000000E+00;18,061
136;54,4; 1/02/1970; 5:42:45;1,506;15,7701;   0.000000E+00;16,7802
137;54,8; 1/02/1970; 5:42:45;1,506;15,8439;   0.000000E+00;17,8448
138;55,2; 1/02/1970; 5:42:46;1,506;15,7537;   0.000000E+00;17,4862
139;55,6; 1/02/1970; 5:42:46;1,506;15,8111;   0.000000E+00;17,2145
140;56; 1/02/1970; 5:42:47;1,506;15,7947;   0.000000E+00;18,0684
141;56,4; 1/02/1970; 5:42:47;1,506;15,8193;   0.000000E+00;16,4752
142;56,8; 1/02/1970; 5:42:47;1,506;15,8275;   0.000000E+00;17,6322
143;57,2; 1/02/1970; 5:42:48;1,506;15,8603;   0.000000E+00;17,5102
144;57,6; 1/02/1970; 5:42:48;1,506;15,8275;   0.000000E+00;16,9964
145;58; 1/02/1970; 5:42:49;1,506;15,8521;   0.000000E+00;17,8669
146;58,4; 1/02/1970; 5:42:49;1,506;15,8439;   0.000000E+00;16,5159
147;58,8; 1/02/1970; 5:42:49;1,506;15,8521;   0.000000E+00;17,3753
148;59,2; 1/02/1970; 5:42:50;1,506;15,8521;   0.000000E+00;16,4382
149;59,6; 1/02/1970; 5:42:50;1,506;15,9096;   0.000000E+00;16,514
150;60; 1/02/1970; 5:42:51;1,506;15,9424;   0.000000E+00;17,5897
151;60,4; 1/02/1970; 5:42:51;1,506;15,8603;   0.000000E+00;16,8633
152;60,8; 1/02/1970; 5:42:51;1,506;15,9096;   0.000000E+00;17,7597
153;61,2; 1/02/1970; 5:42:52;1,506;15,9588;   0.000000E+00;17,4289
154;61,6; 1/02/1970; 5:42:52;1,506;15,8768;   0.000000E+00;16,6545
155;62; 1/02/1970; 5:42:53;1,506;16,1639;   0.000000E+00;17,4049
156;62,4; 1/02/1970; 5:42:53;1,506;16,0245;   0.000000E+00;16,9151
157;62,8; 1/02/1970; 5:42:53;1,506;15,9014;   0.000000E+00;17,9778
158;63,2; 1/02/1970; 5:42:54;1,506;15,9588;   0.000000E+00;17,0722
159;63,6; 1/02/1970; 5:42:54;1,506;16,0162;   0.000000E+00;16,6933
160;64; 1/02/1970; 5:42:55;1,506;16,0327;   0.000000E+00;17,5952
161;64,4; 1/02/1970; 5:42:55;1,506;15,9916;   0.000000E+00;16,5029
162;64,8; 1/02/1970; 5:42:55;1,506;15,9588;   0.000000E+00;16,6656
163;65,2; 1/02/1970; 5:42:56;1,506;15,9178;   0.000000E+00;16,514
164;65,6; 1/02/1970; 5:42:56;1,506;15,9752;   0.000000E+00;16,4715
165;66; 1/02/1970; 5:42:57;1,506;16,1968;   0.000000E+00;17,5897
166;66,4; 1/02/1970; 5:42:57;1,506;16,0245;   0.000000E+00;16,6286
