Record;Tiempo;Date;UTC Time;Frecuencia;Presion;caudal1;caudal2
1;0,4;01/04/1970;7:06:04;5,6;15,0;0,0;15,5
2;0,8;01/04/1970;7:06:04;5,6;14,9;0,0;16,0
3;1,2;01/04/1970;7:06:05;5,6;14,9;0,0;15,7
4;1,6;01/04/1970;7:06:05;5,6;15,0;0,0;14,3
5;2;01/04/1970;7:06:05;5,6;15,0;0,0;15,9
6;2,4;01/04/1970;7:06:06;5,6;15,0;0,0;17,6
7;2,8;01/04/1970;7:06:06;5,6;15,1;0,0;16,3
8;3,2;01/04/1970;7:06:07;5,6;15,0;0,0;15,7
9;3,6;01/04/1970;7:06:07;5,6;15,0;0,0;15,7
10;4;01/04/1970;7:06:07;5,6;15,1;0,0;15,7
11;4,4;01/04/1970;7:06:08;5,6;15,1;0,0;15,9
12;4,8;01/04/1970;7:06:08;5,6;15,2;0,0;16,0
13;5,2;01/04/1970;7:06:09;5,6;15,2;0,0;16,3
14;5,6;01/04/1970;7:06:09;5,6;15,2;0,0;16,6
15;6;01/04/1970;7:06:09;5,6;15,1;0,0;16,3
16;6,4;01/04/1970;7:06:10;5,6;15,2;0,0;16,5
17;6,8;01/04/1970;7:06:10;5,6;15,5;0,0;16,6
18;7,2;01/04/1970;7:06:11;5,6;15,1;0,0;16,7
19;7,6;01/04/1970;7:06:11;5,6;15,3;0,0;16,7
20;8;01/04/1970;7:06:11;5,6;15,3;0,0;16,4
21;8,4;01/04/1970;7:06:12;5,6;15,3;0,0;16,4
22;8,8;01/04/1970;7:06:12;5,6;15,5;0,0;16,6
23;9,2;01/04/1970;7:06:13;5,6;15,2;0,0;16,9
24;9,6;01/04/1970;7:06:13;5,6;15,3;0,0;16,7
25;10;01/04/1970;7:06:13;5,6;15,3;0,0;16,7
26;10,4;01/04/1970;7:06:14;5,6;15,4;0,0;16,4
27;10,8;01/04/1970;7:06:14;5,6;15,3;0,0;16,7
28;11,2;01/04/1970;7:06:15;5,6;15,5;0,0;16,9
29;11,6;01/04/1970;7:06:15;5,6;15,5;0,0;16,6
30;12;01/04/1970;7:06:15;5,6;15,4;0,0;16,6
31;12,4;01/04/1970;7:06:16;5,6;15,5;0,0;16,8
32;12,8;01/04/1970;7:06:16;5,6;15,4;0,0;16,8
33;13,2;01/04/1970;7:06:17;5,6;15,5;0,0;16,9
34;13,6;01/04/1970;7:06:17;5,6;15,5;0,0;16,6
35;14;01/04/1970;7:06:17;5,6;15,5;0,0;16,7
36;14,4;01/04/1970;7:06:18;5,6;15,6;0,0;16,7
37;14,8;01/04/1970;7:06:18;5,6;15,4;0,0;16,8
38;15,2;01/04/1970;7:06:19;5,6;15,7;0,0;16,8
39;15,6;01/04/1970;7:06:19;5,6;15,7;0,0;16,8
40;16;01/04/1970;7:06:19;5,6;15,6;0,0;16,9
41;16,4;01/04/1970;7:06:20;5,6;16,0;0,0;17,0
42;16,8;01/04/1970;7:06:20;5,6;15,7;0,0;16,9
43;17,2;01/04/1970;7:06:21;5,6;15,6;0,0;17,1
44;17,6;01/04/1970;7:06:21;5,6;15,7;0,0;16,8
45;18;01/04/1970;7:06:21;5,6;15,8;0,0;16,7
46;18,4;01/04/1970;7:06:22;5,6;15,8;0,0;16,6
47;18,8;01/04/1970;7:06:22;5,6;15,7;0,0;16,7
48;19,2;01/04/1970;7:06:23;5,6;15,8;0,0;16,8
49;19,6;01/04/1970;7:06:23;5,6;15,7;0,0;16,7
50;20;01/04/1970;7:06:23;5,6;15,8;0,0;16,8
51;20,4;01/04/1970;7:06:24;5,6;15,9;0,0;17,0
52;20,8;01/04/1970;7:06:24;5,6;15,7;0,0;17,0
53;21,2;01/04/1970;7:06:25;5,6;15,8;0,0;16,7
54;21,6;01/04/1970;7:06:25;5,6;15,9;0,0;16,9
55;22;01/04/1970;7:06:25;5,6;15,9;0,0;16,8
56;22,4;01/04/1970;7:06:26;5,6;15,8;0,0;16,9
57;22,8;01/04/1970;7:06:26;5,6;15,8;0,0;17,1
58;23,2;01/04/1970;7:06:27;5,6;15,9;0,0;17,1
59;23,6;01/04/1970;7:06:27;5,6;15,9;0,0;16,7
60;24;01/04/1970;7:06:27;5,6;16,1;0,0;16,7
61;24,4;01/04/1970;7:06:28;5,6;15,9;0,0;17,0
62;24,8;01/04/1970;7:06:28;5,6;15,9;0,0;17,0
63;25,2;01/04/1970;7:06:29;5,6;16,0;0,0;16,7
64;25,6;01/04/1970;7:06:29;5,6;16,0;0,0;16,6
65;26;01/04/1970;7:06:29;5,6;16,2;0,0;16,7
66;26,4;01/04/1970;7:06:30;5,6;16,0;0,0;17,0
67;26,8;01/04/1970;7:06:30;5,6;16,0;0,0;16,9
68;27,2;01/04/1970;7:06:31;5,6;16,0;0,0;16,8
69;27,6;01/04/1970;7:06:31;5,6;16,1;0,0;16,8
70;28;01/04/1970;7:06:31;5,6;16,3;0,0;16,9
71;28,4;01/04/1970;7:06:32;5,6;16,0;0,0;16,9
72;28,8;01/04/1970;7:06:32;5,6;16,1;0,0;16,8
73;29,2;01/04/1970;7:06:33;5,6;16,1;0,0;16,6
74;29,6;01/04/1970;7:06:33;5,6;16,1;0,0;16,5
75;30;01/04/1970;7:06:33;5,6;16,3;0,0;16,6
76;30,4;01/04/1970;7:06:34;5,6;16,1;0,0;16,9
77;30,8;01/04/1970;7:06:34;5,6;16,1;0,0;17,1
78;31,2;01/04/1970;7:06:35;5,6;16,2;0,0;17,0
79;31,6;01/04/1970;7:06:35;5,6;16,2;0,0;16,9
80;32;01/04/1970;7:06:35;5,6;16,3;0,0;17,1
81;32,4;01/04/1970;7:06:36;5,6;16,2;0,0;17,2
82;32,8;01/04/1970;7:06:36;5,6;16,2;0,0;17,2
83;33,2;01/04/1970;7:06:37;5,6;16,3;0,0;17,1
84;33,6;01/04/1970;7:06:37;5,6;16,2;0,0;16,8
85;34;01/04/1970;7:06:37;5,6;16,2;0,0;17,1
86;34,4;01/04/1970;7:06:38;5,6;16,3;0,0;17,3
87;34,8;01/04/1970;7:06:38;5,6;16,3;0,0;17,3
88;35,2;01/04/1970;7:06:39;5,6;16,3;0,0;17,0
89;35,6;01/04/1970;7:06:39;5,6;16,5;0,0;16,9
90;36;01/04/1970;7:06:39;5,6;16,2;0,0;17,1
91;36,4;01/04/1970;7:06:40;5,6;16,3;0,0;17,3
92;36,8;01/04/1970;7:06:40;5,6;16,4;0,0;17,1
93;37,2;01/04/1970;7:06:41;5,6;16,3;0,0;17,0
94;37,6;01/04/1970;7:06:41;5,6;16,5;0,0;16,8
95;38;01/04/1970;7:06:41;5,6;16,4;0,0;17,1
96;38,4;01/04/1970;7:06:42;5,6;16,4;0,0;17,1
97;38,8;01/04/1970;7:06:42;5,6;16,4;0,0;16,9
98;39,2;01/04/1970;7:06:43;5,6;16,4;0,0;16,7
99;39,6;01/04/1970;7:06:43;5,6;16,6;0,0;16,9
100;40;01/04/1970;7:06:43;5,6;16,4;0,0;17,1
101;40,4;01/04/1970;7:06:44;5,6;16,4;0,0;16,8
102;40,8;01/04/1970;7:06:44;5,6;16,5;0,0;16,8
103;41,2;01/04/1970;7:06:45;5,6;16,4;0,0;16,8
104;41,6;01/04/1970;7:06:45;5,6;16,6;0,0;17,2
105;42;01/04/1970;7:06:45;5,6;16,4;0,0;17,4
106;42,4;01/04/1970;7:06:46;5,6;16,4;0,0;17,1
107;42,8;01/04/1970;7:06:46;5,6;16,5;0,0;16,8
108;43,2;01/04/1970;7:06:47;5,6;16,5;0,0;16,8
109;43,6;01/04/1970;7:06:47;5,6;16,8;0,0;17,0
110;44;01/04/1970;7:06:47;5,6;16,5;0,0;17,3
111;44,4;01/04/1970;7:06:48;5,6;16,6;0,0;17,2
112;44,8;01/04/1970;7:06:48;5,6;16,5;0,0;16,9
113;45,2;01/04/1970;7:06:49;5,6;16,6;0,0;17,0
114;45,6;01/04/1970;7:06:49;5,6;16,5;0,0;17,1
115;46;01/04/1970;7:06:49;5,6;16,7;0,0;17,2
116;46,4;01/04/1970;7:06:50;5,6;16,6;0,0;16,9
117;46,8;01/04/1970;7:06:50;5,6;16,6;0,0;16,8
118;47,2;01/04/1970;7:06:51;5,6;16,7;0,0;16,5
119;47,6;01/04/1970;7:06:51;5,6;16,5;0,0;16,8
120;48;01/04/1970;7:06:51;5,6;16,6;0,0;16,8
121;48,4;01/04/1970;7:06:52;5,6;16,8;0,0;16,8
122;48,8;01/04/1970;7:06:52;5,6;16,5;0,0;16,5
123;49,2;01/04/1970;7:06:53;5,6;16,8;0,0;16,5
124;49,6;01/04/1970;7:06:53;5,6;16,7;0,0;16,6
125;50;01/04/1970;7:06:53;5,6;16,6;0,0;16,7
126;50,4;01/04/1970;7:06:54;5,6;16,7;0,0;16,7
127;50,8;01/04/1970;7:06:54;5,6;16,8;0,0;16,7
128;51,2;01/04/1970;7:06:55;5,6;16,9;0,0;16,7
129;51,6;01/04/1970;7:06:55;5,6;16,7;0,0;17,0
130;52;01/04/1970;7:06:55;5,6;16,9;0,0;17,1
131;52,4;01/04/1970;7:06:56;5,6;16,7;0,0;16,8
132;52,8;01/04/1970;7:06:56;5,6;16,8;0,0;16,7
133;53,2;01/04/1970;7:06:57;5,6;17,0;0,0;16,9
134;53,6;01/04/1970;7:06:57;5,6;16,8;0,0;17,1
135;54;01/04/1970;7:06:57;5,6;16,8;0,0;17,0
136;54,4;01/04/1970;7:06:58;5,6;16,9;0,0;17,0
137;54,8;01/04/1970;7:06:58;5,6;16,8;0,0;16,9
138;55,2;01/04/1970;7:06:59;5,6;17,1;0,0;16,4
139;55,6;01/04/1970;7:06:59;5,6;16,9;0,0;15,8
140;56;01/04/1970;7:06:59;5,6;16,9;0,0;15,4
141;56,4;01/04/1970;7:07:00;5,6;16,9;0,0;15,2
142;56,8;01/04/1970;7:07:00;5,6;16,9;0,0;15,1
143;57,2;01/04/1970;7:07:01;5,6;16,9;0,0;15,1
144;57,6;01/04/1970;7:07:01;5,6;17,0;0,0;15,5
145;58;01/04/1970;7:07:01;5,6;17,0;0,0;15,4
146;58,4;01/04/1970;7:07:02;5,6;17,0;0,0;15,1
147;58,8;01/04/1970;7:07:02;5,6;17,0;0,0;15,3
148;59,2;01/04/1970;7:07:03;5,6;16,9;0,0;15,6
149;59,6;01/04/1970;7:07:03;5,6;17,1;0,0;15,8
150;60;01/04/1970;7:07:03;5,6;17,0;0,0;15,9
151;60,4;01/04/1970;7:07:04;5,6;17,1;0,0;16,0
152;60,8;01/04/1970;7:07:04;5,6;17,1;0,0;16,0
153;61,2;01/04/1970;7:07:05;5,6;17,0;0,0;16,3
154;61,6;01/04/1970;7:07:05;5,6;17,1;0,0;16,5
155;62;01/04/1970;7:07:05;5,6;17,2;0,0;16,6
156;62,4;01/04/1970;7:07:06;5,6;17,1;0,0;16,4
157;62,8;01/04/1970;7:07:06;5,6;17,2;0,0;16,5
158;63,2;01/04/1970;7:07:07;5,6;17,1;0,0;16,7
159;63,6;01/04/1970;7:07:07;5,6;17,1;0,0;16,3
160;64;01/04/1970;7:07:07;5,6;17,2;0,0;15,7
161;64,4;01/04/1970;7:07:08;5,6;17,2;0,0;15,5
162;64,8;01/04/1970;7:07:08;5,6;17,2;0,0;15,5
163;65,2;01/04/1970;7:07:09;5,6;17,2;0,0;15,7
164;65,6;01/04/1970;7:07:09;5,6;17,3;0,0;15,5
165;66;01/04/1970;7:07:09;5,6;17,2;0,0;15,6
166;66,4;01/04/1970;7:07:10;5,6;17,2;0,0;15,4
167;66,8;01/04/1970;7:07:10;5,6;17,5;0,0;15,7
168;67,2;01/04/1970;7:07:11;5,6;17,2;0,0;16,1
169;67,6;01/04/1970;7:07:11;5,6;17,3;0,0;15,9
170;68;01/04/1970;7:07:11;5,6;17,3;0,0;16,2
171;68,4;01/04/1970;7:07:12;5,6;17,3;0,0;16,0
172;68,8;01/04/1970;7:07:12;5,6;17,6;0,0;16,3
173;69,2;01/04/1970;7:07:13;5,6;17,4;0,0;16,5
174;69,6;01/04/1970;7:07:13;5,6;17,5;0,0;16,1
175;70;01/04/1970;7:07:13;5,6;17,4;0,0;16,0
176;70,4;01/04/1970;7:07:14;5,6;17,4;0,0;15,9
177;70,8;01/04/1970;7:07:14;5,6;17,4;0,0;15,9
178;71,2;01/04/1970;7:07:15;5,6;17,4;0,0;16,0
179;71,6;01/04/1970;7:07:15;5,6;17,5;0,0;15,6
180;72;01/04/1970;7:07:15;5,6;17,6;0,0;15,7
181;72,4;01/04/1970;7:07:16;5,6;17,5;0,0;15,6
182;72,8;01/04/1970;7:07:16;5,6;17,2;0,0;15,7
183;73,2;01/04/1970;7:07:17;5,6;17,6;0,0;15,7
184;73,6;01/04/1970;7:07:17;5,6;17,5;0,0;15,6
185;74;01/04/1970;7:07:17;5,6;17,6;0,0;15,6
186;74,4;01/04/1970;7:07:18;5,6;17,7;0,0;15,6
187;74,8;01/04/1970;7:07:18;5,6;17,6;0,0;15,9
188;75,2;01/04/1970;7:07:19;5,6;17,6;0,0;16,1
189;75,6;01/04/1970;7:07:19;5,6;17,7;0,0;15,9
190;76;01/04/1970;7:07:19;5,6;17,6;0,0;16,1
191;76,4;01/04/1970;7:07:20;5,6;17,9;0,0;16,2
192;76,8;01/04/1970;7:07:20;5,6;17,6;0,0;15,7
193;77,2;01/04/1970;7:07:21;5,6;17,6;0,0;16,2
194;77,6;01/04/1970;7:07:21;5,6;17,7;0,0;16,2
195;78;01/04/1970;7:07:21;5,6;17,7;0,0;16,2
196;78,4;01/04/1970;7:07:22;5,6;17,9;0,0;16,4
197;78,8;01/04/1970;7:07:22;5,6;17,6;0,0;16,6
198;79,2;01/04/1970;7:07:23;5,6;17,7;0,0;16,6
199;79,6;01/04/1970;7:07:23;5,6;17,7;0,0;16,7
200;80;01/04/1970;7:07:23;5,6;17,7;0,0;16,3
201;80,4;01/04/1970;7:07:24;5,6;17,8;0,0;16,3
202;80,8;01/04/1970;7:07:24;5,6;17,8;0,0;16,4
203;81,2;01/04/1970;7:07:25;5,6;17,8;0,0;16,2
204;81,6;01/04/1970;7:07:25;5,6;17,8;0,0;15,8
205;82;01/04/1970;7:07:25;5,6;17,8;0,0;16,0
