Record;Tiempo;Date;UTC Time;Frecuencia;Presion;caudal1;caudal2;;1000000
1317;526,8;01/04/1970;3:04:48;1,5;19,2;0,0;19,3;;
1318;527,2;01/04/1970;3:04:48;1,5;19,3;0,0;20,6;;
1319;527,6;01/04/1970;3:04:49;1,5;19,1;0,0;20,7;;
1320;528;01/04/1970;3:04:49;1,5;19,2;0,0;19,4;;
1321;528,4;01/04/1970;3:04:49;1,5;19,3;0,0;21,3;;
1322;528,8;01/04/1970;3:04:50;1,5;19,2;0,0;19,4;;
1323;529,2;01/04/1970;3:04:50;1,5;19,2;0,0;20,4;;
1324;529,6;01/04/1970;3:04:51;1,5;19,2;0,0;20,6;;
1325;530;01/04/1970;3:04:51;1,5;19,2;0,0;19,5;;
1326;530,4;01/04/1970;3:04:51;1,5;19,2;0,0;21,1;;
1327;530,8;01/04/1970;3:04:52;1,5;19,2;0,0;19,5;;
1328;531,2;01/04/1970;3:04:52;1,5;19,3;0,0;20,5;;
1329;531,6;01/04/1970;3:04:53;1,5;19,2;0,0;20,7;;
1330;532;01/04/1970;3:04:53;1,5;19,3;0,0;19,3;;
1331;532,4;01/04/1970;3:04:53;1,5;19,3;0,0;21,1;;
1332;532,8;01/04/1970;3:04:54;1,5;19,2;0,0;19,4;;
1333;533,2;01/04/1970;3:04:54;1,5;19,3;0,0;20,4;;
1334;533,6;01/04/1970;3:04:55;1,5;19,3;0,0;20,7;;
1335;534;01/04/1970;3:04:55;1,5;19,2;0,0;19,4;;
1336;534,4;01/04/1970;3:04:55;1,5;19,3;0,0;21,1;;
1337;534,8;01/04/1970;3:04:56;1,5;19,3;0,0;19,5;;
1338;535,2;01/04/1970;3:04:56;1,5;19,2;0,0;20,4;;
1339;535,6;01/04/1970;3:04:57;1,5;19,3;0,0;20,6;;
1340;536;01/04/1970;3:04:57;1,5;19,4;0,0;19,1;;
1341;536,4;01/04/1970;3:04:57;1,5;19,2;0,0;21,1;;
1342;536,8;01/04/1970;3:04:58;1,5;19,3;0,0;19,7;;
1343;537,2;01/04/1970;3:04:58;1,5;19,3;0,0;20,6;;
1344;537,6;01/04/1970;3:04:59;1,5;19,2;0,0;20,8;;
1345;538;01/04/1970;3:04:59;1,5;19,3;0,0;19,2;;
1346;538,4;01/04/1970;3:04:59;1,5;19,4;0,0;21,1;;
1347;538,8;01/04/1970;3:05:00;1,5;19,2;0,0;19,2;;
1348;539,2;01/04/1970;3:05:00;1,5;19,3;0,0;20,1;;
1349;539,6;01/04/1970;3:05:01;1,5;19,3;0,0;20,6;;
1350;540;01/04/1970;3:05:01;1,5;19,2;0,0;19,5;;
1351;540,4;01/04/1970;3:05:01;1,5;19,3;0,0;21,1;;
1352;540,8;01/04/1970;3:05:02;1,5;19,4;0,0;19,4;;
1353;541,2;01/04/1970;3:05:02;1,5;19,3;0,0;20,1;;
1354;541,6;01/04/1970;3:05:03;1,5;19,3;0,0;20,3;;
1355;542;01/04/1970;3:05:03;1,5;19,4;0,0;18,9;;
1356;542,4;01/04/1970;3:05:03;1,5;19,3;0,0;21,0;;
1357;542,8;01/04/1970;3:05:04;1,5;19,3;0,0;19,4;;
1358;543,2;01/04/1970;3:05:04;1,5;19,4;0,0;20,3;;
1359;543,6;01/04/1970;3:05:05;1,5;19,4;0,0;21,0;;
1360;544;01/04/1970;3:05:05;1,5;19,3;0,0;19,5;;
1361;544,4;01/04/1970;3:05:05;1,5;19,4;0,0;21,3;;
1362;544,8;01/04/1970;3:05:06;1,5;19,4;0,0;19,6;;
1363;545,2;01/04/1970;3:05:06;1,5;19,3;0,0;20,3;;
1364;545,6;01/04/1970;3:05:07;1,5;19,4;0,0;20,9;;
1365;546;01/04/1970;3:05:07;1,5;19,4;0,0;19,0;;
1366;546,4;01/04/1970;3:05:07;1,5;19,4;0,0;21,1;;
1367;546,8;01/04/1970;3:05:08;1,5;19,4;0,0;19,7;;
1368;547,2;01/04/1970;3:05:08;1,5;19,5;0,0;20,1;;
1369;547,6;01/04/1970;3:05:09;1,5;19,3;0,0;20,9;;
1370;548;01/04/1970;3:05:09;1,5;19,4;0,0;19,2;;
1371;548,4;01/04/1970;3:05:09;1,5;19,5;0,0;21,2;;
1372;548,8;01/04/1970;3:05:10;1,5;19,3;0,0;19,8;;
1373;549,2;01/04/1970;3:05:10;1,5;19,4;0,0;20,2;;
1374;549,6;01/04/1970;3:05:11;1,5;19,5;0,0;21,0;;
1375;550;01/04/1970;3:05:11;1,5;19,3;0,0;19,3;;
1376;550,4;01/04/1970;3:05:11;1,5;19,4;0,0;21,1;;
1377;550,8;01/04/1970;3:05:12;1,5;19,4;0,0;19,5;;
1378;551,2;01/04/1970;3:05:12;1,5;19,4;0,0;20,2;;
1379;551,6;01/04/1970;3:05:13;1,5;19,4;0,0;20,8;;
1380;552;01/04/1970;3:05:13;1,5;19,5;0,0;19,1;;
1381;552,4;01/04/1970;3:05:13;1,5;19,4;0,0;20,9;;
1382;552,8;01/04/1970;3:05:14;1,5;19,4;0,0;19,6;;
1383;553,2;01/04/1970;3:05:14;1,5;19,5;0,0;20,2;;
1384;553,6;01/04/1970;3:05:15;1,5;19,4;0,0;21,0;;
1385;554;01/04/1970;3:05:15;1,5;19,4;0,0;19,1;;
1386;554,4;01/04/1970;3:05:15;1,5;19,5;0,0;20,7;;
1387;554,8;01/04/1970;3:05:16;1,5;19,4;0,0;19,3;;
1388;555,2;01/04/1970;3:05:16;1,5;19,4;0,0;20,0;;
1389;555,6;01/04/1970;3:05:17;1,5;19,4;0,0;20,9;;
1390;556;01/04/1970;3:05:17;1,5;19,5;0,0;19,3;;
1391;556,4;01/04/1970;3:05:17;1,5;19,4;0,0;20,7;;
1392;556,8;01/04/1970;3:05:18;1,5;19,4;0,0;19,5;;
1393;557,2;01/04/1970;3:05:18;1,5;19,5;0,0;19,8;;
1394;557,6;01/04/1970;3:05:19;1,5;19,4;0,0;20,8;;
1395;558;01/04/1970;3:05:19;1,5;19,4;0,0;18,9;;
1396;558,4;01/04/1970;3:05:19;1,5;19,5;0,0;21,0;;
1397;558,8;01/04/1970;3:05:20;1,5;19,4;0,0;19,9;;
1398;559,2;01/04/1970;3:05:20;1,5;19,5;0,0;20,0;;
1399;559,6;01/04/1970;3:05:21;1,5;19,5;0,0;21,1;;
1400;560;01/04/1970;3:05:21;1,5;19,4;0,0;19,2;;
1401;560,4;01/04/1970;3:05:21;1,5;19,5;0,0;21,0;;
1402;560,8;01/04/1970;3:05:22;1,5;19,6;0,0;19,6;;
1403;561,2;01/04/1970;3:05:22;1,5;19,4;0,0;20,2;;
1404;561,6;01/04/1970;3:05:23;1,5;19,5;0,0;21,2;;
1405;562;01/04/1970;3:05:23;1,5;19,6;0,0;19,5;;
1406;562,4;01/04/1970;3:05:23;1,5;19,4;0,0;21,0;;
1407;562,8;01/04/1970;3:05:24;1,5;19,5;0,0;19,8;;
1408;563,2;01/04/1970;3:05:24;1,5;19,6;0,0;20,2;;
1409;563,6;01/04/1970;3:05:25;1,5;19,4;0,0;21,3;;
1410;564;01/04/1970;3:05:25;1,5;19,5;0,0;19,0;;
1411;564,4;01/04/1970;3:05:25;1,5;19,5;0,0;20,7;;
1412;564,8;01/04/1970;3:05:26;1,5;19,5;0,0;19,6;;
1413;565,2;01/04/1970;3:05:26;1,5;19,5;0,0;19,6;;
1414;565,6;01/04/1970;3:05:27;1,5;19,6;0,0;20,6;;
1415;566;01/04/1970;3:05:27;1,5;19,4;0,0;18,8;;
1416;566,4;01/04/1970;3:05:27;1,5;19,5;0,0;20,7;;
1417;566,8;01/04/1970;3:05:28;1,5;19,6;0,0;19,9;;
1418;567,2;01/04/1970;3:05:28;1,5;19,5;0,0;20,1;;
1419;567,6;01/04/1970;3:05:29;1,5;19,7;0,0;21,1;;
1420;568;01/04/1970;3:05:29;1,5;19,5;0,0;18,8;;
1421;568,4;01/04/1970;3:05:29;1,5;19,5;0,0;20,7;;
1422;568,8;01/04/1970;3:05:30;1,5;19,5;0,0;19,8;;
1423;569,2;01/04/1970;3:05:30;1,5;19,5;0,0;19,8;;
1424;569,6;01/04/1970;3:05:31;1,5;19,7;0,0;21,0;;
1425;570;01/04/1970;3:05:31;1,5;19,5;0,0;19,0;;
1426;570,4;01/04/1970;3:05:31;1,5;19,6;0,0;20,9;;
1427;570,8;01/04/1970;3:05:32;1,5;19,5;0,0;19,8;;
1428;571,2;01/04/1970;3:05:32;1,5;19,5;0,0;19,9;;
1429;571,6;01/04/1970;3:05:33;1,5;19,7;0,0;21,2;;
1430;572;01/04/1970;3:05:33;1,5;19,6;0,0;19,1;;
1431;572,4;01/04/1970;3:05:33;1,5;19,5;0,0;20,7;;
1432;572,8;01/04/1970;3:05:34;1,5;19,6;0,0;19,6;;
1433;573,2;01/04/1970;3:05:34;1,5;19,6;0,0;19,6;;
1434;573,6;01/04/1970;3:05:35;1,5;19,6;0,0;20,9;;
1435;574;01/04/1970;3:05:35;1,5;19,6;0,0;18,7;;
1436;574,4;01/04/1970;3:05:35;1,5;19,6;0,0;20,8;;
1437;574,8;01/04/1970;3:05:36;1,5;19,5;0,0;20,0;;
1438;575,2;01/04/1970;3:05:36;1,5;19,6;0,0;20,2;;
1439;575,6;01/04/1970;3:05:37;1,5;19,9;0,0;21,2;;
1440;576;01/04/1970;3:05:37;1,5;19,6;0,0;18,9;;
1441;576,4;01/04/1970;3:05:37;1,5;19,6;0,0;20,9;;
1442;576,8;01/04/1970;3:05:38;1,5;19,6;0,0;20,0;;
1443;577,2;01/04/1970;3:05:38;1,5;19,5;0,0;19,8;;
1444;577,6;01/04/1970;3:05:39;1,5;19,7;0,0;21,2;;
1445;578;01/04/1970;3:05:39;1,5;19,7;0,0;19,1;;
1446;578,4;01/04/1970;3:05:39;1,5;19,5;0,0;20,5;;
1447;578,8;01/04/1970;3:05:40;1,5;19,6;0,0;19,7;;
1448;579,2;01/04/1970;3:05:40;1,5;19,7;0,0;19,7;;
1449;579,6;01/04/1970;3:05:41;1,5;19,5;0,0;21,1;;
1450;580;01/04/1970;3:05:41;1,5;19,6;0,0;19,1;;
1451;580,4;01/04/1970;3:05:41;1,5;19,6;0,0;20,9;;
1452;580,8;01/04/1970;3:05:42;1,5;19,5;0,0;20,1;;
1453;581,2;01/04/1970;3:05:42;1,5;19,6;0,0;19,9;;
1454;581,6;01/04/1970;3:05:43;1,5;19,5;0,0;21,3;;
1455;582;01/04/1970;3:05:43;1,5;19,6;0,0;19,1;;
1456;582,4;01/04/1970;3:05:43;1,5;19,6;0,0;20,7;;
1457;582,8;01/04/1970;3:05:44;1,5;19,7;0,0;20,0;;
1458;583,2;01/04/1970;3:05:44;1,5;19,6;0,0;19,7;;
1459;583,6;01/04/1970;3:05:45;1,5;19,5;0,0;21,1;;
1460;584;01/04/1970;3:05:45;1,5;19,7;0,0;19,0;;
1461;584,4;01/04/1970;3:05:45;1,5;19,6;0,0;20,5;;
1462;584,8;01/04/1970;3:05:46;1,5;19,6;0,0;19,9;;
1463;585,2;01/04/1970;3:05:46;1,5;19,7;0,0;19,4;;
1464;585,6;01/04/1970;3:05:47;1,5;19,5;0,0;20,9;;
1465;586;01/04/1970;3:05:47;1,5;19,6;0,0;18,6;;
1466;586,4;01/04/1970;3:05:47;1,5;19,6;0,0;20,4;;
1467;586,8;01/04/1970;3:05:48;1,5;19,6;0,0;19,9;;
1468;587,2;01/04/1970;3:05:48;1,5;19,6;0,0;19,7;;
1469;587,6;01/04/1970;3:05:49;1,5;19,6;0,0;21,1;;
1470;588;01/04/1970;3:05:49;1,5;19,6;0,0;19,2;;
1471;588,4;01/04/1970;3:05:49;1,5;19,7;0,0;20,8;;
1472;588,8;01/04/1970;3:05:50;1,5;19,7;0,0;20,3;;
1473;589,2;01/04/1970;3:05:50;1,5;19,7;0,0;19,4;;
1474;589,6;01/04/1970;3:05:51;1,5;19,6;0,0;21,0;;
1475;590;01/04/1970;3:05:51;1,5;19,7;0,0;19,0;;
1476;590,4;01/04/1970;3:05:51;1,5;19,7;0,0;20,4;;
1477;590,8;01/04/1970;3:05:52;1,5;19,7;0,0;20,2;;
1478;591,2;01/04/1970;3:05:52;1,5;19,7;0,0;19,5;;
1479;591,6;01/04/1970;3:05:53;1,5;19,8;0,0;21,3;;
1480;592;01/04/1970;3:05:53;1,5;19,6;0,0;19,2;;
1481;592,4;01/04/1970;3:05:53;1,5;19,7;0,0;20,7;;
1482;592,8;01/04/1970;3:05:54;1,5;19,7;0,0;20,4;;
1483;593,2;01/04/1970;3:05:54;1,5;19,6;0,0;19,7;;
1484;593,6;01/04/1970;3:05:55;1,5;19,6;0,0;21,5;;
1485;594;01/04/1970;3:05:55;1,5;19,8;0,0;19,2;;
1486;594,4;01/04/1970;3:05:55;1,5;19,6;0,0;20,6;;
1487;594,8;01/04/1970;3:05:56;1,5;19,7;0,0;20,5;;
1488;595,2;01/04/1970;3:05:56;1,5;19,7;0,0;19,2;;
1489;595,6;01/04/1970;3:05:57;1,5;19,5;0,0;21,2;;
1490;596;01/04/1970;3:05:57;1,5;19,7;0,0;19,0;;
1491;596,4;01/04/1970;3:05:57;1,5;19,8;0,0;20,5;;
1492;596,8;01/04/1970;3:05:58;1,5;19,6;0,0;20,5;;
1493;597,2;01/04/1970;3:05:58;1,5;19,7;0,0;19,6;;
1494;597,6;01/04/1970;3:05:59;1,5;19,7;0,0;21,1;;
1495;598;01/04/1970;3:05:59;1,5;19,7;0,0;18,7;;
1496;598,4;01/04/1970;3:05:59;1,5;19,7;0,0;20,4;;
1497;598,8;01/04/1970;3:06:00;1,5;19,8;0,0;20,4;;
1498;599,2;01/04/1970;3:06:00;1,5;19,7;0,0;19,2;;
1499;599,6;01/04/1970;3:06:01;1,5;19,8;0,0;21,0;;
1500;600;01/04/1970;3:06:01;1,5;19,8;0,0;19,1;;
1501;600,4;01/04/1970;3:06:01;1,5;19,7;0,0;20,3;;
1502;600,8;01/04/1970;3:06:02;1,5;19,7;0,0;20,4;;
1503;601,2;01/04/1970;3:06:02;1,5;19,7;0,0;19,2;;
1504;601,6;01/04/1970;3:06:03;1,5;19,7;0,0;20,9;;
1505;602;01/04/1970;3:06:03;1,5;19,7;0,0;19,0;;
1506;602,4;01/04/1970;3:06:03;1,5;19,8;0,0;20,6;;
1507;602,8;01/04/1970;3:06:04;1,5;19,8;0,0;20,8;;
1508;603,2;01/04/1970;3:06:04;1,5;19,8;0,0;19,4;;
1509;603,6;01/04/1970;3:06:05;1,5;19,7;0,0;21,2;;
1510;604;01/04/1970;3:06:05;1,5;19,8;0,0;19,2;;
1511;604,4;01/04/1970;3:06:05;1,5;19,7;0,0;20,2;;
1512;604,8;01/04/1970;3:06:06;1,5;19,8;0,0;20,4;;
1513;605,2;01/04/1970;3:06:06;1,5;19,9;0,0;19,5;;
1514;605,6;01/04/1970;3:06:07;1,5;19,8;0,0;21,4;;
1515;606;01/04/1970;3:06:07;1,5;19,8;0,0;19,1;;
1516;606,4;01/04/1970;3:06:07;1,5;19,9;0,0;20,2;;
1517;606,8;01/04/1970;3:06:08;1,5;19,8;0,0;20,5;;
1518;607,2;01/04/1970;3:06:08;1,5;19,8;0,0;19,3;;
1519;607,6;01/04/1970;3:06:09;1,5;19,9;0,0;21,0;;
1520;608;01/04/1970;3:06:09;1,5;19,8;0,0;19,1;;
1521;608,4;01/04/1970;3:06:09;1,5;19,8;0,0;20,4;;
1522;608,8;01/04/1970;3:06:10;1,5;19,9;0,0;20,7;;
1523;609,2;01/04/1970;3:06:10;1,5;19,8;0,0;19,6;;
1524;609,6;01/04/1970;3:06:11;1,5;19,8;0,0;21,1;;
1525;610;01/04/1970;3:06:11;1,5;19,9;0,0;19,1;;
1526;610,4;01/04/1970;3:06:11;1,5;19,7;0,0;20,2;;
1527;610,8;01/04/1970;3:06:12;1,5;19,8;0,0;20,6;;
1528;611,2;01/04/1970;3:06:12;1,5;19,9;0,0;19,5;;
1529;611,6;01/04/1970;3:06:13;1,5;19,8;0,0;21,4;;
1530;612;01/04/1970;3:06:13;1,5;19,8;0,0;19,7;;
1531;612,4;01/04/1970;3:06:13;1,5;19,9;0,0;20,7;;
1532;612,8;01/04/1970;3:06:14;1,5;19,8;0,0;21,0;;
1533;613,2;01/04/1970;3:06:14;1,5;19,8;0,0;19,5;;
1534;613,6;01/04/1970;3:06:15;1,5;19,9;0,0;21,2;;
1535;614;01/04/1970;3:06:15;1,5;19,8;0,0;19,5;;
1536;614,4;01/04/1970;3:06:15;1,5;19,8;0,0;20,4;;
1537;614,8;01/04/1970;3:06:16;1,5;19,9;0,0;20,9;;
1538;615,2;01/04/1970;3:06:16;1,5;19,8;0,0;19,5;;
1539;615,6;01/04/1970;3:06:17;1,5;19,8;0,0;21,3;;
1540;616;01/04/1970;3:06:17;1,5;19,9;0,0;19,6;;
1541;616,4;01/04/1970;3:06:17;1,5;19,8;0,0;20,4;;
1542;616,8;01/04/1970;3:06:18;1,5;19,8;0,0;21,1;;
1543;617,2;01/04/1970;3:06:18;1,5;19,9;0,0;19,5;;
1544;617,6;01/04/1970;3:06:19;1,5;19,9;0,0;21,0;;
1545;618;01/04/1970;3:06:19;1,5;19,9;0,0;19,6;;
1546;618,4;01/04/1970;3:06:19;1,5;19,9;0,0;20,0;;
1547;618,8;01/04/1970;3:06:20;1,5;19,9;0,0;20,6;;
1548;619,2;01/04/1970;3:06:20;1,5;19,9;0,0;19,1;;
1549;619,6;01/04/1970;3:06:21;1,5;19,9;0,0;21,0;;
1550;620;01/04/1970;3:06:21;1,5;19,9;0,0;19,5;;
1551;620,4;01/04/1970;3:06:21;1,5;19,8;0,0;20,1;;
1552;620,8;01/04/1970;3:06:22;1,5;19,9;0,0;20,7;;
1553;621,2;01/04/1970;3:06:22;1,5;19,9;0,0;18,9;;
1554;621,6;01/04/1970;3:06:23;1,5;19,9;0,0;20,8;;
1555;622;01/04/1970;3:06:23;1,5;19,9;0,0;19,3;;
1556;622,4;01/04/1970;3:06:23;1,5;19,9;0,0;19,7;;
1557;622,8;01/04/1970;3:06:24;1,5;19,8;0,0;20,7;;
1558;623,2;01/04/1970;3:06:24;1,5;19,9;0,0;18,9;;
1559;623,6;01/04/1970;3:06:25;1,5;19,9;0,0;20,8;;
1560;624;01/04/1970;3:06:25;1,5;19,8;0,0;19,5;;
1561;624,4;01/04/1970;3:06:25;1,5;19,9;0,0;20,1;;
1562;624,8;01/04/1970;3:06:26;1,5;20,0;0,0;20,8;;
1563;625,2;01/04/1970;3:06:26;1,5;19,9;0,0;19,3;;
1564;625,6;01/04/1970;3:06:27;1,5;19,9;0,0;21,3;;
1565;626;01/04/1970;3:06:27;1,5;20,0;0,0;19,8;;
1566;626,4;01/04/1970;3:06:27;1,5;19,8;0,0;20,3;;
1567;626,8;01/04/1970;3:06:28;1,5;19,9;0,0;21,1;;
1568;627,2;01/04/1970;3:06:28;1,5;20,0;0,0;19,2;;
1569;627,6;01/04/1970;3:06:29;1,5;19,8;0,0;21,1;;
1570;628;01/04/1970;3:06:29;1,5;19,9;0,0;20,0;;
1571;628,4;01/04/1970;3:06:29;1,5;20,0;0,0;20,4;;
1572;628,8;01/04/1970;3:06:30;1,5;19,9;0,0;21,1;;
1573;629,2;01/04/1970;3:06:30;1,5;19,9;0,0;19,4;;
1574;629,6;01/04/1970;3:06:31;1,5;20,0;0,0;20,9;;
1575;630;01/04/1970;3:06:31;1,5;19,8;0,0;19,5;;
1576;630,4;01/04/1970;3:06:31;1,5;19,9;0,0;19,8;;
1577;630,8;01/04/1970;3:06:32;1,5;20,0;0,0;20,8;;
1578;631,2;01/04/1970;3:06:32;1,5;19,9;0,0;18,9;;
1579;631,6;01/04/1970;3:06:33;1,5;19,9;0,0;20,7;;
1580;632;01/04/1970;3:06:33;1,5;20,0;0,0;19,4;;
1581;632,4;01/04/1970;3:06:33;1,5;19,9;0,0;19,7;;
1582;632,8;01/04/1970;3:06:34;1,5;19,9;0,0;21,0;;
1583;633,2;01/04/1970;3:06:34;1,5;20,0;0,0;19,0;;
1584;633,6;01/04/1970;3:06:35;1,5;19,9;0,0;20,9;;
1585;634;01/04/1970;3:06:35;1,5;19,9;0,0;19,9;;
1586;634,4;01/04/1970;3:06:35;1,5;20,0;0,0;20,0;;
1587;634,8;01/04/1970;3:06:36;1,5;19,9;0,0;21,2;;
1588;635,2;01/04/1970;3:06:36;1,5;19,9;0,0;19,2;;
1589;635,6;01/04/1970;3:06:37;1,5;20,0;0,0;21,0;;
1590;636;01/04/1970;3:06:37;1,5;19,9;0,0;20,0;;
1591;636,4;01/04/1970;3:06:37;1,5;20,0;0,0;20,0;;
1592;636,8;01/04/1970;3:06:38;1,5;20,1;0,0;21,2;;
1593;637,2;01/04/1970;3:06:38;1,5;19,9;0,0;19,3;;
1594;637,6;01/04/1970;3:06:39;1,5;20,0;0,0;21,0;;
1595;638;01/04/1970;3:06:39;1,5;20,0;0,0;20,1;;
1596;638,4;01/04/1970;3:06:39;1,5;20,0;0,0;20,1;;
1597;638,8;01/04/1970;3:06:40;1,5;20,1;0,0;21,2;;
1598;639,2;01/04/1970;3:06:40;1,5;20,0;0,0;18,9;;
1599;639,6;01/04/1970;3:06:41;1,5;20,0;0,0;20,8;;
1600;640;01/04/1970;3:06:41;1,5;20,0;0,0;20,1;;
1601;640,4;01/04/1970;3:06:41;1,5;20,0;0,0;20,0;;
1602;640,8;01/04/1970;3:06:42;1,5;20,1;0,0;21,4;;
1603;641,2;01/04/1970;3:06:42;1,5;20,0;0,0;19,2;;
1604;641,6;01/04/1970;3:06:43;1,5;20,1;0,0;21,0;;
1605;642;01/04/1970;3:06:43;1,5;20,0;0,0;20,1;;
1606;642,4;01/04/1970;3:06:43;1,5;20,0;0,0;20,0;;
1607;642,8;01/04/1970;3:06:44;1,5;20,2;0,0;21,2;;
1608;643,2;01/04/1970;3:06:44;1,5;20,0;0,0;18,9;;
1609;643,6;01/04/1970;3:06:45;1,5;20,0;0,0;20,6;;
1610;644;01/04/1970;3:06:45;1,5;20,1;0,0;19,9;;
1611;644,4;01/04/1970;3:06:45;1,5;20,1;0,0;19,9;;
1612;644,8;01/04/1970;3:06:46;1,5;20,2;0,0;21,1;;
1613;645,2;01/04/1970;3:06:46;1,5;20,0;0,0;19,0;;
1614;645,6;01/04/1970;3:06:47;1,5;20,1;0,0;20,6;;
1615;646;01/04/1970;3:06:47;1,5;20,0;0,0;19,9;;
1616;646,4;01/04/1970;3:06:47;1,5;20,1;0,0;19,6;;
1617;646,8;01/04/1970;3:06:48;1,5;20,1;0,0;21,1;;
1618;647,2;01/04/1970;3:06:48;1,5;20,0;0,0;18,8;;
1619;647,6;01/04/1970;3:06:49;1,5;20,0;0,0;20,6;;
1620;648;01/04/1970;3:06:49;1,5;20,1;0,0;20,0;;
1621;648,4;01/04/1970;3:06:49;1,5;20,0;0,0;19,5;;
1622;648,8;01/04/1970;3:06:50;1,5;20,0;0,0;21,2;;
1623;649,2;01/04/1970;3:06:50;1,5;20,2;0,0;18,7;;
1624;649,6;01/04/1970;3:06:51;1,5;20,0;0,0;20,5;;
1625;650;01/04/1970;3:06:51;1,5;20,1;0,0;20,0;;
1626;650,4;01/04/1970;3:06:51;1,5;20,2;0,0;19,4;;
1627;650,8;01/04/1970;3:06:52;1,5;19,9;0,0;20,9;;
1628;651,2;01/04/1970;3:06:52;1,5;20,1;0,0;18,8;;
1629;651,6;01/04/1970;3:06:53;1,5;20,2;0,0;20,7;;
1630;652;01/04/1970;3:06:53;1,5;20,0;0,0;20,1;;
1631;652,4;01/04/1970;3:06:53;1,5;20,0;0,0;19,6;;
1632;652,8;01/04/1970;3:06:54;1,5;20,1;0,0;21,3;;
1633;653,2;01/04/1970;3:06:54;1,5;20,0;0,0;19,1;;
1634;653,6;01/04/1970;3:06:55;1,5;20,1;0,0;20,7;;
1635;654;01/04/1970;3:06:55;1,5;20,2;0,0;20,3;;
1636;654,4;01/04/1970;3:06:55;1,5;20,0;0,0;20,1;;
1637;654,8;01/04/1970;3:06:56;1,5;20,1;0,0;21,5;;
1638;655,2;01/04/1970;3:06:56;1,5;20,2;0,0;19,3;;
1639;655,6;01/04/1970;3:06:57;1,5;20,0;0,0;20,7;;
1640;656;01/04/1970;3:06:57;1,5;20,1;0,0;20,2;;
1641;656,4;01/04/1970;3:06:57;1,5;20,2;0,0;19,6;;
1642;656,8;01/04/1970;3:06:58;1,5;20,0;0,0;21,4;;
1643;657,2;01/04/1970;3:06:58;1,5;20,1;0,0;19,2;;
1644;657,6;01/04/1970;3:06:59;1,5;20,2;0,0;20,6;;
1645;658;01/04/1970;3:06:59;1,5;20,1;0,0;20,3;;
1646;658,4;01/04/1970;3:06:59;1,5;20,1;0,0;19,7;;
1647;658,8;01/04/1970;3:07:00;1,5;20,2;0,0;21,4;;
1648;659,2;01/04/1970;3:07:00;1,5;20,2;0,0;19,0;;
1649;659,6;01/04/1970;3:07:01;1,5;20,1;0,0;20,6;;
1650;660;01/04/1970;3:07:01;1,5;20,2;0,0;20,5;;
1651;660,4;01/04/1970;3:07:01;1,5;20,2;0,0;19,6;;
1652;660,8;01/04/1970;3:07:02;1,5;20,2;0,0;21,3;;
1653;661,2;01/04/1970;3:07:02;1,5;20,2;0,0;18,9;;
1654;661,6;01/04/1970;3:07:03;1,5;20,2;0,0;20,4;;
1655;662;01/04/1970;3:07:03;1,5;20,1;0,0;20,4;;
1656;662,4;01/04/1970;3:07:03;1,5;20,2;0,0;19,8;;
1657;662,8;01/04/1970;3:07:04;1,5;20,3;0,0;21,4;;
1658;663,2;01/04/1970;3:07:04;1,5;20,1;0,0;19,6;;
1659;663,6;01/04/1970;3:07:05;1,5;20,2;0,0;20,7;;
1660;664;01/04/1970;3:07:05;1,5;20,2;0,0;20,6;;
1661;664,4;01/04/1970;3:07:05;1,5;20,1;0,0;19,7;;
1662;664,8;01/04/1970;3:07:06;1,5;20,0;0,0;21,5;;
1663;665,2;01/04/1970;3:07:06;1,5;20,3;0,0;19,2;;
1664;665,6;01/04/1970;3:07:07;1,5;20,2;0,0;20,6;;
1665;666;01/04/1970;3:07:07;1,5;20,2;0,0;20,6;;
1666;666,4;01/04/1970;3:07:07;1,5;20,3;0,0;19,7;;
1667;666,8;01/04/1970;3:07:08;1,5;20,2;0,0;21,5;;
1668;667,2;01/04/1970;3:07:08;1,5;20,2;0,0;19,3;;
1669;667,6;01/04/1970;3:07:09;1,5;20,3;0,0;20,5;;
1670;668;01/04/1970;3:07:09;1,5;20,1;0,0;20,5;;
1671;668,4;01/04/1970;3:07:09;1,5;20,2;0,0;19,6;;
1672;668,8;01/04/1970;3:07:10;1,5;20,1;0,0;21,0;;
1673;669,2;01/04/1970;3:07:10;1,5;20,2;0,0;19,0;;
1674;669,6;01/04/1970;3:07:11;1,5;20,2;0,0;20,2;;
1675;670;01/04/1970;3:07:11;1,5;20,3;0,0;20,7;;
1676;670,4;01/04/1970;3:07:11;1,5;20,2;0,0;19,6;;
1677;670,8;01/04/1970;3:07:12;1,5;20,2;0,0;21,4;;
1678;671,2;01/04/1970;3:07:12;1,5;20,3;0,0;19,2;;
1679;671,6;01/04/1970;3:07:13;1,5;20,2;0,0;20,2;;
1680;672;01/04/1970;3:07:13;1,5;20,2;0,0;20,6;;
1681;672,4;01/04/1970;3:07:13;1,5;20,3;0,0;19,4;;
1682;672,8;01/04/1970;3:07:14;1,5;20,2;0,0;21,2;;
1683;673,2;01/04/1970;3:07:14;1,5;20,2;0,0;19,1;;
1684;673,6;01/04/1970;3:07:15;1,5;20,3;0,0;20,0;;
1685;674;01/04/1970;3:07:15;1,5;20,3;0,0;20,3;;
1686;674,4;01/04/1970;3:07:15;1,5;20,2;0,0;19,4;;
1687;674,8;01/04/1970;3:07:16;1,5;20,3;0,0;21,1;;
