Record;Tiempo;Date;UTC Time;Frecuencia;Presion;caudal1;caudal2;;1000000
1688;675,2;01/04/1970;3:07:16;1,5;20,2;0,0;19,2;;
1689;675,6;01/04/1970;3:07:17;1,5;20,3;0,0;20,0;;
1690;676;01/04/1970;3:07:17;1,5;20,3;0,0;20,6;;
1691;676,4;01/04/1970;3:07:17;1,5;20,3;0,0;19,2;;
1692;676,8;01/04/1970;3:07:18;1,5;20,2;0,0;21,1;;
1693;677,2;01/04/1970;3:07:18;1,5;20,3;0,0;19,4;;
1694;677,6;01/04/1970;3:07:19;1,5;20,3;0,0;20,1;;
1695;678;01/04/1970;3:07:19;1,5;20,2;0,0;20,6;;
1696;678,4;01/04/1970;3:07:19;1,5;20,3;0,0;19,7;;
1697;678,8;01/04/1970;3:07:20;1,5;20,3;0,0;21,1;;
1698;679,2;01/04/1970;3:07:20;1,5;20,2;0,0;19,2;;
1699;679,6;01/04/1970;3:07:21;1,5;20,3;0,0;20,1;;
1700;680;01/04/1970;3:07:21;1,5;20,3;0,0;20,8;;
1701;680,4;01/04/1970;3:07:21;1,5;20,3;0,0;19,5;;
1702;680,8;01/04/1970;3:07:22;1,5;20,3;0,0;21,2;;
1703;681,2;01/04/1970;3:07:22;1,5;20,3;0,0;19,5;;
1704;681,6;01/04/1970;3:07:23;1,5;20,3;0,0;20,2;;
1705;682;01/04/1970;3:07:23;1,5;20,3;0,0;20,8;;
1706;682,4;01/04/1970;3:07:23;1,5;20,4;0,0;19,3;;
1707;682,8;01/04/1970;3:07:24;1,5;20,3;0,0;21,0;;
1708;683,2;01/04/1970;3:07:24;1,5;20,3;0,0;19,5;;
1709;683,6;01/04/1970;3:07:25;1,5;20,4;0,0;20,3;;
1710;684;01/04/1970;3:07:25;1,5;20,2;0,0;21,0;;
1711;684,4;01/04/1970;3:07:25;1,5;20,3;0,0;19,4;;
1712;684,8;01/04/1970;3:07:26;1,5;20,4;0,0;21,1;;
1713;685,2;01/04/1970;3:07:26;1,5;20,3;0,0;19,5;;
1714;685,6;01/04/1970;3:07:27;1,5;20,3;0,0;20,4;;
1715;686;01/04/1970;3:07:27;1,5;20,4;0,0;21,1;;
1716;686,4;01/04/1970;3:07:27;1,5;20,3;0,0;19,6;;
1717;686,8;01/04/1970;3:07:28;1,5;20,3;0,0;21,1;;
1718;687,2;01/04/1970;3:07:28;1,5;20,4;0,0;19,6;;
1719;687,6;01/04/1970;3:07:29;1,5;20,3;0,0;20,2;;
1720;688;01/04/1970;3:07:29;1,5;20,3;0,0;20,9;;
1721;688,4;01/04/1970;3:07:29;1,5;20,4;0,0;19,2;;
1722;688,8;01/04/1970;3:07:30;1,5;20,3;0,0;21,3;;
1723;689,2;01/04/1970;3:07:30;1,5;20,3;0,0;19,9;;
1724;689,6;01/04/1970;3:07:31;1,5;20,4;0,0;20,4;;
1725;690;01/04/1970;3:07:31;1,5;20,3;0,0;21,0;;
1726;690,4;01/04/1970;3:07:31;1,5;20,3;0,0;19,5;;
1727;690,8;01/04/1970;3:07:32;1,5;20,4;0,0;21,2;;
1728;691,2;01/04/1970;3:07:32;1,5;20,4;0,0;19,9;;
1729;691,6;01/04/1970;3:07:33;1,5;20,3;0,0;20,2;;
1730;692;01/04/1970;3:07:33;1,5;20,4;0,0;21,1;;
1731;692,4;01/04/1970;3:07:33;1,5;20,4;0,0;19,3;;
1732;692,8;01/04/1970;3:07:34;1,5;20,3;0,0;21,2;;
1733;693,2;01/04/1970;3:07:34;1,5;20,4;0,0;20,1;;
1734;693,6;01/04/1970;3:07:35;1,5;20,4;0,0;20,2;;
1735;694;01/04/1970;3:07:35;1,5;20,2;0,0;21,0;;
1736;694,4;01/04/1970;3:07:35;1,5;20,4;0,0;19,5;;
1737;694,8;01/04/1970;3:07:36;1,5;20,4;0,0;21,3;;
1738;695,2;01/04/1970;3:07:36;1,5;20,3;0,0;19,9;;
1739;695,6;01/04/1970;3:07:37;1,5;20,4;0,0;20,4;;
1740;696;01/04/1970;3:07:37;1,5;20,5;0,0;21,3;;
1741;696,4;01/04/1970;3:07:37;1,5;20,3;0,0;19,4;;
1742;696,8;01/04/1970;3:07:38;1,5;20,4;0,0;21,2;;
1743;697,2;01/04/1970;3:07:38;1,5;20,5;0,0;20,0;;
1744;697,6;01/04/1970;3:07:39;1,5;20,3;0,0;20,4;;
1745;698;01/04/1970;3:07:39;1,5;20,3;0,0;21,3;;
1746;698,4;01/04/1970;3:07:39;1,5;20,4;0,0;19,2;;
1747;698,8;01/04/1970;3:07:40;1,5;20,3;0,0;21,1;;
1748;699,2;01/04/1970;3:07:40;1,5;20,4;0,0;20,1;;
1749;699,6;01/04/1970;3:07:41;1,5;20,5;0,0;20,1;;
1750;700;01/04/1970;3:07:41;1,5;20,4;0,0;21,1;;
1751;700,4;01/04/1970;3:07:41;1,5;20,4;0,0;19,2;;
1752;700,8;01/04/1970;3:07:42;1,5;20,4;0,0;21,1;;
1753;701,2;01/04/1970;3:07:42;1,5;20,4;0,0;19,8;;
1754;701,6;01/04/1970;3:07:43;1,5;20,4;0,0;19,9;;
1755;702;01/04/1970;3:07:43;1,5;20,5;0,0;21,0;;
1756;702,4;01/04/1970;3:07:43;1,5;20,4;0,0;19,0;;
1757;702,8;01/04/1970;3:07:44;1,5;20,4;0,0;20,8;;
1758;703,2;01/04/1970;3:07:44;1,5;20,4;0,0;19,8;;
1759;703,6;01/04/1970;3:07:45;1,5;20,4;0,0;19,8;;
1760;704;01/04/1970;3:07:45;1,5;20,4;0,0;21,0;;
1761;704,4;01/04/1970;3:07:45;1,5;20,5;0,0;19,2;;
1762;704,8;01/04/1970;3:07:46;1,5;20,5;0,0;21,0;;
1763;705,2;01/04/1970;3:07:46;1,5;20,4;0,0;20,2;;
1764;705,6;01/04/1970;3:07:47;1,5;20,5;0,0;19,9;;
1765;706;01/04/1970;3:07:47;1,5;20,6;0,0;21,1;;
1766;706,4;01/04/1970;3:07:47;1,5;20,4;0,0;19,3;;
1767;706,8;01/04/1970;3:07:48;1,5;20,5;0,0;21,0;;
1768;707,2;01/04/1970;3:07:48;1,5;20,5;0,0;19,9;;
1769;707,6;01/04/1970;3:07:49;1,5;20,4;0,0;20,0;;
1770;708;01/04/1970;3:07:49;1,5;20,6;0,0;21,3;;
1771;708,4;01/04/1970;3:07:49;1,5;20,5;0,0;19,3;;
1772;708,8;01/04/1970;3:07:50;1,5;20,4;0,0;21,2;;
1773;709,2;01/04/1970;3:07:50;1,5;20,5;0,0;20,2;;
1774;709,6;01/04/1970;3:07:51;1,5;20,6;0,0;20,1;;
1775;710;01/04/1970;3:07:51;1,5;20,5;0,0;21,4;;
1776;710,4;01/04/1970;3:07:51;1,5;20,5;0,0;19,4;;
1777;710,8;01/04/1970;3:07:52;1,5;20,5;0,0;21,2;;
1778;711,2;01/04/1970;3:07:52;1,5;20,4;0,0;20,5;;
1779;711,6;01/04/1970;3:07:53;1,5;20,5;0,0;20,1;;
1780;712;01/04/1970;3:07:53;1,5;20,7;0,0;21,3;;
1781;712,4;01/04/1970;3:07:53;1,5;20,5;0,0;19,3;;
1782;712,8;01/04/1970;3:07:54;1,5;20,5;0,0;20,9;;
1783;713,2;01/04/1970;3:07:54;1,5;20,5;0,0;19,9;;
1784;713,6;01/04/1970;3:07:55;1,5;20,5;0,0;20,0;;
1785;714;01/04/1970;3:07:55;1,5;20,6;0,0;21,4;;
1786;714,4;01/04/1970;3:07:55;1,5;20,6;0,0;19,2;;
1787;714,8;01/04/1970;3:07:56;1,5;20,5;0,0;21,2;;
1788;715,2;01/04/1970;3:07:56;1,5;20,5;0,0;20,5;;
1789;715,6;01/04/1970;3:07:57;1,5;20,6;0,0;20,5;;
1790;716;01/04/1970;3:07:57;1,5;20,6;0,0;21,5;;
1791;716,4;01/04/1970;3:07:57;1,5;20,5;0,0;19,2;;
1792;716,8;01/04/1970;3:07:58;1,5;20,6;0,0;21,1;;
1793;717,2;01/04/1970;3:07:58;1,5;20,5;0,0;20,2;;
1794;717,6;01/04/1970;3:07:59;1,5;20,5;0,0;20,2;;
1795;718;01/04/1970;3:07:59;1,5;20,5;0,0;21,5;;
1796;718,4;01/04/1970;3:07:59;1,5;20,5;0,0;19,4;;
1797;718,8;01/04/1970;3:08:00;1,5;20,5;0,0;21,2;;
1798;719,2;01/04/1970;3:08:00;1,5;20,5;0,0;20,4;;
1799;719,6;01/04/1970;3:08:01;1,5;20,6;0,0;20,0;;
1800;720;01/04/1970;3:08:01;1,5;20,5;0,0;21,3;;
1801;720,4;01/04/1970;3:08:01;1,5;20,6;0,0;19,5;;
1802;720,8;01/04/1970;3:08:02;1,5;20,6;0,0;20,9;;
1803;721,2;01/04/1970;3:08:02;1,5;20,5;0,0;20,2;;
1804;721,6;01/04/1970;3:08:03;1,5;20,6;0,0;19,8;;
1805;722;01/04/1970;3:08:03;1,5;20,5;0,0;21,3;;
1806;722,4;01/04/1970;3:08:03;1,5;20,5;0,0;19,1;;
1807;722,8;01/04/1970;3:08:04;1,5;20,6;0,0;20,7;;
1808;723,2;01/04/1970;3:08:04;1,5;20,6;0,0;20,3;;
1809;723,6;01/04/1970;3:08:05;1,5;20,5;0,0;20,1;;
1810;724;01/04/1970;3:08:05;1,5;20,5;0,0;21,6;;
1811;724,4;01/04/1970;3:08:05;1,5;20,6;0,0;19,2;;
1812;724,8;01/04/1970;3:08:06;1,5;20,5;0,0;20,8;;
1813;725,2;01/04/1970;3:08:06;1,5;20,6;0,0;20,5;;
1814;725,6;01/04/1970;3:08:07;1,5;20,7;0,0;20,2;;
1815;726;01/04/1970;3:08:07;1,5;20,5;0,0;21,8;;
1816;726,4;01/04/1970;3:08:07;1,5;20,6;0,0;19,5;;
1817;726,8;01/04/1970;3:08:08;1,5;20,6;0,0;21,0;;
1818;727,2;01/04/1970;3:08:08;1,5;20,5;0,0;20,8;;
1819;727,6;01/04/1970;3:08:09;1,5;20,6;0,0;20,1;;
1820;728;01/04/1970;3:08:09;1,5;20,6;0,0;21,6;;
1821;728,4;01/04/1970;3:08:09;1,5;20,5;0,0;19,5;;
1822;728,8;01/04/1970;3:08:10;1,5;20,6;0,0;20,9;;
1823;729,2;01/04/1970;3:08:10;1,5;20,7;0,0;20,5;;
1824;729,6;01/04/1970;3:08:11;1,5;20,5;0,0;19,7;;
1825;730;01/04/1970;3:08:11;1,5;20,5;0,0;21,3;;
1826;730,4;01/04/1970;3:08:11;1,5;20,6;0,0;19,2;;
1827;730,8;01/04/1970;3:08:12;1,5;20,6;0,0;20,7;;
1828;731,2;01/04/1970;3:08:12;1,5;20,6;0,0;20,4;;
1829;731,6;01/04/1970;3:08:13;1,5;20,7;0,0;19,5;;
1830;732;01/04/1970;3:08:13;1,5;20,6;0,0;21,1;;
1831;732,4;01/04/1970;3:08:13;1,5;20,6;0,0;19,0;;
1832;732,8;01/04/1970;3:08:14;1,5;20,7;0,0;20,4;;
1833;733,2;01/04/1970;3:08:14;1,5;20,6;0,0;20,5;;
1834;733,6;01/04/1970;3:08:15;1,5;20,6;0,0;19,9;;
1835;734;01/04/1970;3:08:15;1,5;20,5;0,0;21,5;;
1836;734,4;01/04/1970;3:08:15;1,5;20,6;0,0;19,1;;
1837;734,8;01/04/1970;3:08:16;1,5;20,6;0,0;20,3;;
1838;735,2;01/04/1970;3:08:16;1,5;20,6;0,0;20,5;;
1839;735,6;01/04/1970;3:08:17;1,5;20,7;0,0;19,5;;
1840;736;01/04/1970;3:08:17;1,5;20,6;0,0;21,4;;
1841;736,4;01/04/1970;3:08:17;1,5;20,6;0,0;19,3;;
1842;736,8;01/04/1970;3:08:18;1,5;20,7;0,0;20,6;;
1843;737,2;01/04/1970;3:08:18;1,5;20,6;0,0;20,6;;
1844;737,6;01/04/1970;3:08:19;1,5;20,7;0,0;19,6;;
1845;738;01/04/1970;3:08:19;1,5;20,7;0,0;21,4;;
1846;738,4;01/04/1970;3:08:19;1,5;20,6;0,0;19,1;;
1847;738,8;01/04/1970;3:08:20;1,5;20,7;0,0;20,4;;
1848;739,2;01/04/1970;3:08:20;1,5;20,7;0,0;20,6;;
1849;739,6;01/04/1970;3:08:21;1,5;20,6;0,0;19,6;;
1850;740;01/04/1970;3:08:21;1,5;20,7;0,0;21,3;;
1851;740,4;01/04/1970;3:08:21;1,5;20,7;0,0;19,3;;
1852;740,8;01/04/1970;3:08:22;1,5;20,6;0,0;20,4;;
1853;741,2;01/04/1970;3:08:22;1,5;20,7;0,0;20,4;;
1854;741,6;01/04/1970;3:08:23;1,5;20,7;0,0;19,6;;
1855;742;01/04/1970;3:08:23;1,5;20,7;0,0;21,4;;
1856;742,4;01/04/1970;3:08:23;1,5;20,7;0,0;19,3;;
1857;742,8;01/04/1970;3:08:24;1,5;20,8;0,0;20,3;;
1858;743,2;01/04/1970;3:08:24;1,5;20,6;0,0;20,4;;
1859;743,6;01/04/1970;3:08:25;1,5;20,6;0,0;19,6;;
1860;744;01/04/1970;3:08:25;1,5;20,8;0,0;21,3;;
1861;744,4;01/04/1970;3:08:25;1,5;20,6;0,0;19,3;;
1862;744,8;01/04/1970;3:08:26;1,5;20,7;0,0;20,2;;
1863;745,2;01/04/1970;3:08:26;1,5;20,8;0,0;20,5;;
1864;745,6;01/04/1970;3:08:27;1,5;20,7;0,0;19,5;;
1865;746;01/04/1970;3:08:27;1,5;20,7;0,0;21,3;;
1866;746,4;01/04/1970;3:08:27;1,5;20,8;0,0;19,5;;
1867;746,8;01/04/1970;3:08:28;1,5;20,7;0,0;20,3;;
1868;747,2;01/04/1970;3:08:28;1,5;20,7;0,0;20,5;;
1869;747,6;01/04/1970;3:08:29;1,5;20,8;0,0;19,5;;
1870;748;01/04/1970;3:08:29;1,5;20,7;0,0;21,2;;
1871;748,4;01/04/1970;3:08:29;1,5;20,7;0,0;19,4;;
1872;748,8;01/04/1970;3:08:30;1,5;20,8;0,0;20,3;;
1873;749,2;01/04/1970;3:08:30;1,5;20,8;0,0;20,8;;
1874;749,6;01/04/1970;3:08:31;1,5;20,6;0,0;19,7;;
1875;750;01/04/1970;3:08:31;1,5;20,8;0,0;21,5;;
1876;750,4;01/04/1970;3:08:31;1,5;20,7;0,0;19,9;;
1877;750,8;01/04/1970;3:08:32;1,5;20,7;0,0;20,4;;
1878;751,2;01/04/1970;3:08:32;1,5;20,7;0,0;20,7;;
1879;751,6;01/04/1970;3:08:33;1,5;20,8;0,0;19,2;;
1880;752;01/04/1970;3:08:33;1,5;20,8;0,0;21,1;;
1881;752,4;01/04/1970;3:08:33;1,5;20,7;0,0;19,5;;
1882;752,8;01/04/1970;3:08:34;1,5;20,8;0,0;20,3;;
1883;753,2;01/04/1970;3:08:34;1,5;20,7;0,0;20,8;;
1884;753,6;01/04/1970;3:08:35;1,5;20,8;0,0;19,1;;
1885;754;01/04/1970;3:08:35;1,5;20,8;0,0;21,1;;
1886;754,4;01/04/1970;3:08:35;1,5;20,7;0,0;19,5;;
1887;754,8;01/04/1970;3:08:36;1,5;20,8;0,0;20,2;;
1888;755,2;01/04/1970;3:08:36;1,5;20,8;0,0;20,7;;
1889;755,6;01/04/1970;3:08:37;1,5;20,7;0,0;19,4;;
1890;756;01/04/1970;3:08:37;1,5;20,8;0,0;21,1;;
1891;756,4;01/04/1970;3:08:37;1,5;20,8;0,0;19,5;;
1892;756,8;01/04/1970;3:08:38;1,5;20,7;0,0;20,2;;
1893;757,2;01/04/1970;3:08:38;1,5;20,8;0,0;20,9;;
1894;757,6;01/04/1970;3:08:39;1,5;20,8;0,0;19,5;;
1895;758;01/04/1970;3:08:39;1,5;20,7;0,0;21,4;;
1896;758,4;01/04/1970;3:08:39;1,5;20,7;0,0;20,0;;
1897;758,8;01/04/1970;3:08:40;1,5;20,8;0,0;20,2;;
1898;759,2;01/04/1970;3:08:40;1,5;20,7;0,0;20,9;;
1899;759,6;01/04/1970;3:08:41;1,5;20,8;0,0;19,4;;
1900;760;01/04/1970;3:08:41;1,5;20,9;0,0;21,0;;
1901;760,4;01/04/1970;3:08:41;1,5;20,7;0,0;19,8;;
1902;760,8;01/04/1970;3:08:42;1,5;20,8;0,0;20,4;;
1903;761,2;01/04/1970;3:08:42;1,5;20,9;0,0;21,1;;
1904;761,6;01/04/1970;3:08:43;1,5;20,7;0,0;19,4;;
1905;762;01/04/1970;3:08:43;1,5;20,8;0,0;21,3;;
1906;762,4;01/04/1970;3:08:43;1,5;20,8;0,0;20,0;;
1907;762,8;01/04/1970;3:08:44;1,5;20,8;0,0;20,6;;
1908;763,2;01/04/1970;3:08:44;1,5;20,8;0,0;21,2;;
1909;763,6;01/04/1970;3:08:45;1,5;20,9;0,0;19,5;;
1910;764;01/04/1970;3:08:45;1,5;20,8;0,0;21,2;;
1911;764,4;01/04/1970;3:08:45;1,5;20,7;0,0;19,9;;
1912;764,8;01/04/1970;3:08:46;1,5;20,8;0,0;20,2;;
1913;765,2;01/04/1970;3:08:46;1,5;20,8;0,0;21,0;;
1914;765,6;01/04/1970;3:08:47;1,5;20,8;0,0;19,4;;
1915;766;01/04/1970;3:08:47;1,5;20,9;0,0;21,2;;
1916;766,4;01/04/1970;3:08:47;1,5;20,9;0,0;20,0;;
1917;766,8;01/04/1970;3:08:48;1,5;20,8;0,0;20,3;;
1918;767,2;01/04/1970;3:08:48;1,5;20,8;0,0;21,2;;
1919;767,6;01/04/1970;3:08:49;1,5;20,9;0,0;19,3;;
1920;768;01/04/1970;3:08:49;1,5;20,8;0,0;21,1;;
1921;768,4;01/04/1970;3:08:49;1,5;20,9;0,0;20,0;;
1922;768,8;01/04/1970;3:08:50;1,5;20,9;0,0;20,3;;
1923;769,2;01/04/1970;3:08:50;1,5;20,8;0,0;21,1;;
1924;769,6;01/04/1970;3:08:51;1,5;20,9;0,0;19,3;;
1925;770;01/04/1970;3:08:51;1,5;20,9;0,0;21,1;;
1926;770,4;01/04/1970;3:08:51;1,5;20,8;0,0;19,8;;
1927;770,8;01/04/1970;3:08:52;1,5;20,9;0,0;20,2;;
1928;771,2;01/04/1970;3:08:52;1,5;20,9;0,0;21,2;;
1929;771,6;01/04/1970;3:08:53;1,5;20,8;0,0;19,2;;
1930;772;01/04/1970;3:08:53;1,5;20,9;0,0;21,0;;
1931;772,4;01/04/1970;3:08:53;1,5;20,9;0,0;20,1;;
1932;772,8;01/04/1970;3:08:54;1,5;20,8;0,0;20,5;;
1933;773,2;01/04/1970;3:08:54;1,5;20,9;0,0;21,1;;
1934;773,6;01/04/1970;3:08:55;1,5;20,9;0,0;19,2;;
1935;774;01/04/1970;3:08:55;1,5;20,8;0,0;21,1;;
1936;774,4;01/04/1970;3:08:55;1,5;20,9;0,0;19,9;;
1937;774,8;01/04/1970;3:08:56;1,5;20,9;0,0;20,1;;
1938;775,2;01/04/1970;3:08:56;1,5;20,9;0,0;21,1;;
1939;775,6;01/04/1970;3:08:57;1,5;20,9;0,0;19,4;;
1940;776;01/04/1970;3:08:57;1,5;21,0;0,0;21,2;;
1941;776,4;01/04/1970;3:08:57;1,5;20,9;0,0;20,2;;
1942;776,8;01/04/1970;3:08:58;1,5;20,9;0,0;20,4;;
1943;777,2;01/04/1970;3:08:58;1,5;21,0;0,0;21,5;;
1944;777,6;01/04/1970;3:08:59;1,5;20,9;0,0;19,4;;
1945;778;01/04/1970;3:08:59;1,5;20,9;0,0;21,3;;
1946;778,4;01/04/1970;3:08:59;1,5;20,9;0,0;20,2;;
1947;778,8;01/04/1970;3:09:00;1,5;20,9;0,0;20,2;;
1948;779,2;01/04/1970;3:09:00;1,5;20,9;0,0;21,5;;
1949;779,6;01/04/1970;3:09:01;1,5;20,9;0,0;19,6;;
1950;780;01/04/1970;3:09:01;1,5;20,9;0,0;21,1;;
1951;780,4;01/04/1970;3:09:01;1,5;20,9;0,0;20,2;;
1952;780,8;01/04/1970;3:09:02;1,5;20,9;0,0;20,1;;
1953;781,2;01/04/1970;3:09:02;1,5;21,1;0,0;21,5;;
1954;781,6;01/04/1970;3:09:03;1,5;20,9;0,0;19,4;;
1955;782;01/04/1970;3:09:03;1,5;21,0;0,0;21,3;;
1956;782,4;01/04/1970;3:09:03;1,5;21,0;0,0;20,7;;
1957;782,8;01/04/1970;3:09:04;1,5;20,9;0,0;20,1;;
1958;783,2;01/04/1970;3:09:04;1,5;21,0;0,0;21,3;;
1959;783,6;01/04/1970;3:09:05;1,5;21,0;0,0;19,4;;
1960;784;01/04/1970;3:09:05;1,5;20,9;0,0;21,2;;
1961;784,4;01/04/1970;3:09:05;1,5;21,0;0,0;20,4;;
1962;784,8;01/04/1970;3:09:06;1,5;21,0;0,0;20,4;;
1963;785,2;01/04/1970;3:09:06;1,5;20,9;0,0;21,5;;
1964;785,6;01/04/1970;3:09:07;1,5;21,0;0,0;19,0;;
1965;786;01/04/1970;3:09:07;1,5;21,1;0,0;20,7;;
1966;786,4;01/04/1970;3:09:07;1,5;20,9;0,0;20,1;;
1967;786,8;01/04/1970;3:09:08;1,5;21,0;0,0;19,8;;
1968;787,2;01/04/1970;3:09:08;1,5;21,1;0,0;21,2;;
1969;787,6;01/04/1970;3:09:09;1,5;20,9;0,0;19,3;;
1970;788;01/04/1970;3:09:09;1,5;21,0;0,0;20,8;;
1971;788,4;01/04/1970;3:09:09;1,5;21,1;0,0;20,2;;
1972;788,8;01/04/1970;3:09:10;1,5;20,9;0,0;19,7;;
1973;789,2;01/04/1970;3:09:10;1,5;21,0;0,0;21,3;;
1974;789,6;01/04/1970;3:09:11;1,5;21,1;0,0;19,0;;
1975;790;01/04/1970;3:09:11;1,5;20,9;0,0;20,8;;
1976;790,4;01/04/1970;3:09:11;1,5;21,0;0,0;20,1;;
1977;790,8;01/04/1970;3:09:12;1,5;21,0;0,0;19,7;;
1978;791,2;01/04/1970;3:09:12;1,5;21,0;0,0;21,0;;
1979;791,6;01/04/1970;3:09:13;1,5;21,0;0,0;18,9;;
1980;792;01/04/1970;3:09:13;1,5;21,1;0,0;20,7;;
1981;792,4;01/04/1970;3:09:13;1,5;20,9;0,0;20,2;;
1982;792,8;01/04/1970;3:09:14;1,5;21,0;0,0;20,1;;
1983;793,2;01/04/1970;3:09:14;1,5;20,9;0,0;21,4;;
1984;793,6;01/04/1970;3:09:15;1,5;20,9;0,0;19,3;;
1985;794;01/04/1970;3:09:15;1,5;21,0;0,0;20,7;;
1986;794,4;01/04/1970;3:09:15;1,5;21,1;0,0;20,2;;
1987;794,8;01/04/1970;3:09:16;1,5;20,9;0,0;20,1;;
1988;795,2;01/04/1970;3:09:16;1,5;21,0;0,0;21,7;;
1989;795,6;01/04/1970;3:09:17;1,5;21,1;0,0;19,4;;
1990;796;01/04/1970;3:09:17;1,5;21,0;0,0;21,0;;
1991;796,4;01/04/1970;3:09:17;1,5;21,0;0,0;20,4;;
1992;796,8;01/04/1970;3:09:18;1,5;21,1;0,0;19,9;;
1993;797,2;01/04/1970;3:09:18;1,5;21,0;0,0;21,3;;
1994;797,6;01/04/1970;3:09:19;1,5;21,0;0,0;19,3;;
1995;798;01/04/1970;3:09:19;1,5;21,1;0,0;20,9;;
1996;798,4;01/04/1970;3:09:19;1,5;21,0;0,0;20,5;;
1997;798,8;01/04/1970;3:09:20;1,5;21,0;0,0;19,9;;
1998;799,2;01/04/1970;3:09:20;1,5;21,0;0,0;21,6;;
1999;799,6;01/04/1970;3:09:21;1,5;21,1;0,0;19,6;;
2000;800;01/04/1970;3:09:21;1,5;21,0;0,0;21,0;;
2001;800,4;01/04/1970;3:09:21;1,5;21,1;0,0;20,8;;
2002;800,8;01/04/1970;3:09:22;1,5;21,1;0,0;20,2;;
2003;801,2;01/04/1970;3:09:22;1,5;21,0;0,0;21,6;;
2004;801,6;01/04/1970;3:09:23;1,5;21,1;0,0;19,4;;
2005;802;01/04/1970;3:09:23;1,5;21,1;0,0;20,9;;
2006;802,4;01/04/1970;3:09:23;1,5;21,1;0,0;20,3;;
2007;802,8;01/04/1970;3:09:24;1,5;21,1;0,0;19,8;;
2008;803,2;01/04/1970;3:09:24;1,5;21,0;0,0;21,7;;
2009;803,6;01/04/1970;3:09:25;1,5;21,1;0,0;19,5;;
2010;804;01/04/1970;3:09:25;1,5;21,1;0,0;21,1;;
2011;804,4;01/04/1970;3:09:25;1,5;21,1;0,0;20,6;;
2012;804,8;01/04/1970;3:09:26;1,5;21,1;0,0;19,7;;
2013;805,2;01/04/1970;3:09:26;1,5;21,1;0,0;21,4;;
2014;805,6;01/04/1970;3:09:27;1,5;21,1;0,0;19,3;;
2015;806;01/04/1970;3:09:27;1,5;21,1;0,0;20,7;;
2016;806,4;01/04/1970;3:09:27;1,5;21,1;0,0;20,6;;
2017;806,8;01/04/1970;3:09:28;1,5;21,1;0,0;19,6;;
2018;807,2;01/04/1970;3:09:28;1,5;21,0;0,0;21,3;;
2019;807,6;01/04/1970;3:09:29;1,5;21,1;0,0;19,3;;
2020;808;01/04/1970;3:09:29;1,5;21,1;0,0;20,9;;
2021;808,4;01/04/1970;3:09:29;1,5;21,1;0,0;20,8;;
2022;808,8;01/04/1970;3:09:30;1,5;21,1;0,0;20,1;;
2023;809,2;01/04/1970;3:09:30;1,5;21,1;0,0;21,6;;
2024;809,6;01/04/1970;3:09:31;1,5;21,1;0,0;19,7;;
2025;810;01/04/1970;3:09:31;1,5;21,1;0,0;20,9;;
2026;810,4;01/04/1970;3:09:31;1,5;21,2;0,0;20,8;;
2027;810,8;01/04/1970;3:09:32;1,5;21,1;0,0;19,8;;
2028;811,2;01/04/1970;3:09:32;1,5;21,1;0,0;21,4;;
2029;811,6;01/04/1970;3:09:33;1,5;21,2;0,0;19,6;;
2030;812;01/04/1970;3:09:33;1,5;21,1;0,0;20,6;;
2031;812,4;01/04/1970;3:09:33;1,5;21,1;0,0;20,8;;
2032;812,8;01/04/1970;3:09:34;1,5;21,2;0,0;19,8;;
2033;813,2;01/04/1970;3:09:34;1,5;21,0;0,0;21,4;;
2034;813,6;01/04/1970;3:09:35;1,5;21,1;0,0;19,3;;
2035;814;01/04/1970;3:09:35;1,5;21,2;0,0;20,6;;
2036;814,4;01/04/1970;3:09:35;1,5;21,1;0,0;20,8;;
2037;814,8;01/04/1970;3:09:36;1,5;21,1;0,0;19,6;;
2038;815,2;01/04/1970;3:09:36;1,5;21,3;0,0;21,2;;
2039;815,6;01/04/1970;3:09:37;1,5;21,0;0,0;19,1;;
2040;816;01/04/1970;3:09:37;1,5;21,1;0,0;20,4;;
2041;816,4;01/04/1970;3:09:37;1,5;21,2;0,0;20,8;;
2042;816,8;01/04/1970;3:09:38;1,5;21,1;0,0;19,6;;
2043;817,2;01/04/1970;3:09:38;1,5;21,1;0,0;21,3;;
2044;817,6;01/04/1970;3:09:39;1,5;21,2;0,0;19,6;;
2045;818;01/04/1970;3:09:39;1,5;21,1;0,0;20,7;;
2046;818,4;01/04/1970;3:09:39;1,5;21,1;0,0;20,8;;
2047;818,8;01/04/1970;3:09:40;1,5;21,2;0,0;19,7;;
2048;819,2;01/04/1970;3:09:40;1,5;21,1;0,0;21,5;;
2049;819,6;01/04/1970;3:09:41;1,5;21,1;0,0;19,7;;
2050;820;01/04/1970;3:09:41;1,5;21,2;0,0;20,7;;
2051;820,4;01/04/1970;3:09:41;1,5;21,1;0,0;20,9;;
2052;820,8;01/04/1970;3:09:42;1,5;21,1;0,0;19,2;;
2053;821,2;01/04/1970;3:09:42;1,5;21,2;0,0;21,4;;
2054;821,6;01/04/1970;3:09:43;1,5;21,1;0,0;19,8;;
2055;822;01/04/1970;3:09:43;1,5;21,1;0,0;20,7;;
2056;822,4;01/04/1970;3:09:43;1,5;21,2;0,0;21,0;;
2057;822,8;01/04/1970;3:09:44;1,5;21,1;0,0;19,7;;
2058;823,2;01/04/1970;3:09:44;1,5;21,1;0,0;21,5;;
